time	species	protein	transcript	ribo_density
0.000000	__gene_A*_rbs	0.000000	0.000000	0.000000
0.000000	__gene_A_rbs	0.000000	0.000000	0.000000
0.000000	__gene_B_rbs	0.000000	0.000000	0.000000
0.000000	__gene_C_rbs	0.000000	0.000000	0.000000
0.000000	__gene_D_rbs	0.000000	0.000000	0.000000
0.000000	__gene_E_rbs	0.000000	0.000000	0.000000
0.000000	__gene_F_rbs	0.000000	0.000000	0.000000
0.000000	__gene_G_rbs	0.000000	0.000000	0.000000
0.000000	__gene_H_rbs	0.000000	0.000000	0.000000
0.000000	__gene_J_rbs	0.000000	0.000000	0.000000
0.000000	__gene_K_rbs	0.000000	0.000000	0.000000
0.000000	__ribosome	100.000000	0.000000	0.000000
0.000000	bound_ecolipol	2000.000000	0.000000	0.000000
0.000000	bound_ribosome	100.000000	0.000000	0.000000
0.000000	ecoli_genome	0.000000	0.000000	0.000000
0.000000	ecoli_transcript	0.000000	0.000000	0.000000
0.000000	ecolipol	0.000000	0.000000	0.000000
0.000000	promoter_A	1.000000	0.000000	0.000000
0.000000	promoter_B1	1.000000	0.000000	0.000000
0.000000	promoter_D	1.000000	0.000000	0.000000
5.000559	__gene_A*_rbs	0.000000	0.000000	0.000000
5.000559	__gene_A_rbs	0.000000	0.000000	0.000000
5.000559	__gene_B_rbs	0.000000	0.000000	0.000000
5.000559	__gene_C_rbs	0.000000	0.000000	0.000000
5.000559	__gene_D_rbs	0.000000	0.000000	0.000000
5.000559	__gene_E_rbs	0.000000	0.000000	0.000000
5.000559	__gene_F_rbs	0.000000	0.000000	0.000000
5.000559	__gene_G_rbs	0.000000	0.000000	0.000000
5.000559	__gene_H_rbs	0.000000	0.000000	0.000000
5.000559	__gene_J_rbs	0.000000	0.000000	0.000000
5.000559	__gene_K_rbs	0.000000	0.000000	0.000000
5.000559	__ribosome	93.000000	0.000000	0.000000
5.000559	bound_ecolipol	1921.000000	0.000000	0.000000
5.000559	bound_ribosome	100.000000	0.000000	0.000000
5.000559	ecoli_genome	79.000000	0.000000	0.000000
5.000559	ecoli_transcript	388.000000	0.000000	0.000000
5.000559	ecolipol	74.000000	0.000000	0.000000
5.000559	gene_D	0.000000	3.000000	2.333333
5.000559	promoter_A	1.000000	0.000000	0.000000
5.000559	promoter_B1	1.000000	0.000000	0.000000
5.000559	promoter_D	0.000000	0.000000	0.000000
9.999761	__gene_A*_rbs	0.000000	0.000000	0.000000
9.999761	__gene_A_rbs	1.000000	0.000000	0.000000
9.999761	__gene_B_rbs	0.000000	0.000000	0.000000
9.999761	__gene_C_rbs	0.000000	0.000000	0.000000
9.999761	__gene_D_rbs	4.000000	0.000000	0.000000
9.999761	__gene_E_rbs	0.000000	0.000000	0.000000
9.999761	__gene_F_rbs	0.000000	0.000000	0.000000
9.999761	__gene_G_rbs	0.000000	0.000000	0.000000
9.999761	__gene_H_rbs	0.000000	0.000000	0.000000
9.999761	__gene_J_rbs	0.000000	0.000000	0.000000
9.999761	__gene_K_rbs	0.000000	0.000000	0.000000
9.999761	__ribosome	76.000000	0.000000	0.000000
9.999761	bound_ecolipol	1911.000000	0.000000	0.000000
9.999761	bound_ribosome	100.000000	0.000000	0.000000
9.999761	ecoli_genome	89.000000	0.000000	0.000000
9.999761	ecoli_transcript	799.000000	0.000000	0.000000
9.999761	ecolipol	78.000000	0.000000	0.000000
9.999761	gene_A	0.000000	1.000000	0.000000
9.999761	gene_D	0.000000	6.000000	4.000000
9.999761	promoter_A	1.000000	0.000000	0.000000
9.999761	promoter_B1	0.000000	0.000000	0.000000
9.999761	promoter_D	0.000000	0.000000	0.000000
14.999937	__gene_A*_rbs	0.000000	0.000000	0.000000
14.999937	__gene_A_rbs	1.000000	0.000000	0.000000
14.999937	__gene_B_rbs	0.000000	0.000000	0.000000
14.999937	__gene_C_rbs	0.000000	0.000000	0.000000
14.999937	__gene_D_rbs	6.000000	0.000000	0.000000
14.999937	__gene_E_rbs	0.000000	0.000000	0.000000
14.999937	__gene_F_rbs	0.000000	0.000000	0.000000
14.999937	__gene_G_rbs	0.000000	0.000000	0.000000
14.999937	__gene_H_rbs	0.000000	0.000000	0.000000
14.999937	__gene_J_rbs	0.000000	0.000000	0.000000
14.999937	__gene_K_rbs	0.000000	0.000000	0.000000
14.999937	__ribosome	44.000000	0.000000	0.000000
14.999937	bound_ecolipol	1921.000000	0.000000	0.000000
14.999937	bound_ribosome	100.000000	0.000000	0.000000
14.999937	ecoli_genome	79.000000	0.000000	0.000000
