,gen,pA,pB,pD,error
0,NA,933981.2363840361,8666254744.250204,8.01986360962883,10000000000.0
1,1.0,942084.3203116115,8666254744.250204,8.01986360962883,4.373308313275942
2,2.0,942210.9459386361,8666254744.250204,8.01986360962883,4.373308313275942
3,3.0,942331.8037744767,8666254744.250204,8.01986360962883,4.373308313275942
4,4.0,942504.3882186086,8666254744.250204,8.01986360962883,4.373308313275942
5,5.0,942566.9255339528,8666254744.250204,8.01986360962883,4.373308313275942
6,6.0,950670.0094615282,8666254744.250204,124.52113614621825,4.407896403676378
7,7.0,950670.0094615282,8666254744.250204,488.93946029983636,4.407896403676378
8,8.0,950670.0094615282,8666254744.250204,799.9718513433352,4.407896403676378
9,9.0,950670.0094615282,8666254744.250204,865.8989274149418,4.407896403676378
10,10.0,950670.0094615282,8666254744.250204,884.2395164952919,4.407896403676378
11,11.0,950670.0094615282,8666254744.250204,1107.863520757472,4.407896403676378
12,12.0,950670.0094615282,8666254744.250204,1304.7441477876575,4.407896403676378
13,13.0,950670.0094615282,8666254744.250204,1426.4701292786146,4.407896403676378
14,14.0,950681.6209339491,8666254744.250204,23452.935924085334,4.407896403676378
15,15.0,951933.6861916081,8666254744.250204,23452.935924085334,4.407896403676378
16,16.0,952173.7273359853,8666254744.250204,23452.935924085334,4.407896403676378
17,17.0,952215.1804521107,8666254744.250204,23452.935924085334,4.407896403676378
18,18.0,960318.2643796861,8666254744.250204,45479.401718892055,4.417009098732097
19,19.0,960318.2643796861,8666254744.250204,67505.86751369877,4.364207964522154
20,20.0,968421.3483072615,8666254744.250204,67505.86751369877,4.3613020347293725
21,21.0,968548.7413130928,8666254744.250204,67505.86751369877,4.3613020347293725
22,22.0,968549.6954009401,8666254744.250204,67505.86751369877,4.3613020347293725
23,23.0,968599.8096356684,8666254744.250204,67505.86751369877,4.3613020347293725
24,24.0,968813.592171136,8666254744.250204,67505.86751369877,4.3613020347293725
25,25.0,976916.6760987114,8666254744.250204,67516.33841592913,5.039756545535323
26,26.0,976916.6760987114,8666254744.250204,67745.83434443723,5.039756545535323
27,27.0,976916.6760987114,8666254744.250204,67770.61080098053,5.039756545535323
28,28.0,976916.6760987114,8666254744.250204,70189.93669563762,5.039756545535323
29,29.0,976916.6760987114,8666254853.845757,92216.40249044434,5.039756545535323
30,30.0,976916.6760987114,8666254855.978317,92216.40249044434,5.039756545535323
31,31.0,976916.6760987114,8666254923.640383,92216.40249044434,5.039756545535323
32,32.0,976916.6760987114,8666254928.624922,92216.40249044434,5.039756545535323
33,33.0,985019.7600262868,8666257909.582909,92216.40249044434,4.390119286823815
34,34.0,985019.7600262868,8666257909.582909,92248.7688466871,4.390119286823815
35,35.0,985019.7600262868,8666257909.582909,92847.13028254622,4.390119286823815
36,36.0,985019.7600262868,8666257909.582909,92881.86894163468,4.390119286823815
37,37.0,985019.7600262868,8666257909.582909,94352.90094368938,4.390119286823815
38,38.0,985019.7600262868,8666258198.506008,116379.3667384961,4.390119286823815
39,39.0,985019.7600262868,8666258216.136484,116379.3667384961,4.390119286823815
40,40.0,985019.7600262868,8666258374.143856,116379.3667384961,4.390119286823815
41,41.0,985019.7600262868,8666258390.949657,116379.3667384961,4.390119286823815
42,42.0,985019.7600262868,8666261371.907644,125269.88332273303,4.390119286823815
43,43.0,985019.7600262868,8666261371.907644,125749.42144982087,4.390119286823815
44,44.0,985019.7600262868,8666261371.907644,125792.9428741309,4.390119286823815
45,45.0,985019.7600262868,8666261371.907644,125924.45287474363,4.390119286823815
46,46.0,985019.7600262868,8666261371.907644,169977.38446435705,4.552060850873681
47,47.0,985019.7600262868,8666261371.907644,170026.8681610758,4.552060850873681
48,48.0,985019.7600262868,8666261371.907644,176826.42576462703,4.552060850873681
49,49.0,985019.7600262868,8666261371.907644,177482.044731327,4.552060850873681
50,50.0,985019.7600262868,8666261371.907644,178085.6927471057,4.552060850873681
51,51.0,985019.7600262868,8666261371.907644,178103.15600209878,4.552060850873681
52,52.0,985019.7600262868,8666261371.907644,178456.90090623058,4.552060850873681
53,53.0,985019.7600262868,8666261371.907644,178921.12318860216,4.552060850873681
54,54.0,985019.7600262868,8666261371.907644,179010.4432771055,4.552060850873681
55,55.0,985019.7600262868,8666261484.883793,201036.90907191223,4.552060850873681
56,56.0,985019.7600262868,8666261548.559687,201036.90907191223,4.552060850873681
57,57.0,985019.7600262868,8666261586.120762,201036.90907191223,4.552060850873681
58,58.0,985019.7600262868,8666261874.639158,201036.90907191223,4.552060850873681
59,59.0,985083.540975239,8666264855.597145,201036.90907191223,4.552060850873681
60,60.0,985775.4300133904,8666264855.597145,201036.90907191223,4.552060850873681
61,61.0,985814.3049324062,8666264855.597145,201036.90907191223,4.552060850873681
62,62.0,986139.0201383868,8666264855.597145,201036.90907191223,4.552060850873681
63,63.0,994242.1040659621,8666264855.597145,201111.4021013406,4.552060850873681
64,64.0,994242.1040659621,8666264855.597145,201145.0892661965,4.552060850873681
65,65.0,994242.1040659621,8666264855.597145,201458.86394718834,4.552060850873681
66,66.0,994242.1040659621,8666264855.597145,201703.57859363977,4.552060850873681
67,67.0,994242.1040659621,8666264855.597145,201705.81359934734,4.552060850873681
68,68.0,994242.1040659621,8666264855.597145,201982.69857204528,4.552060850873681
69,69.0,994242.1040659621,8666264855.597145,202024.56803515472,4.552060850873681
70,70.0,994242.1040659621,8666264855.597145,202120.87949616945,4.552060850873681
71,71.0,994242.1040659621,8666264899.442036,224147.34529097617,4.552060850873681
72,72.0,994242.1040659621,8666265117.666412,224147.34529097617,4.552060850873681
73,73.0,994242.1040659621,8666265269.099117,224147.34529097617,4.552060850873681
74,74.0,994242.1040659621,8666265272.020025,224147.34529097617,4.552060850873681
75,75.0,994242.1040659621,8666268252.978012,224170.84883214507,4.552060850873681
