,gen,pA,pB,pD,error
0,NA,17422.13631120314,469046524.9496962,20096.776493191443,10000000000.0
1,1.0,17422.13631120314,469209279.7411152,20096.776493191443,326.45729
2,2.0,39448.60210600986,469209279.7411152,20096.776493191443,326.06939
3,3.0,39448.60210600986,469372034.53253424,20096.776493191443,326.0161
4,4.0,61475.067900816575,469372034.53253424,20096.776493191443,102.63785
5,5.0,60605.51579997217,469372034.53253424,20096.776493191443,102.63785
6,6.0,59552.09901583558,469372034.53253424,20096.776493191443,102.63785
7,7.0,62990.73126870653,469372034.53253424,20096.776493191443,102.63785
8,8.0,57175.58973659113,469372034.53253424,20096.776493191443,102.63785
9,9.0,57059.49184248179,469372034.53253424,20096.776493191443,102.63785
10,10.0,79085.9576372885,469372034.53253424,22810.48582281951,158.77675
11,11.0,79085.9576372885,469372034.53253424,50821.50315058143,158.77675
12,12.0,79085.9576372885,469372034.53253424,60223.348842378466,158.77675
13,13.0,79085.9576372885,469372034.53253424,41028.0625341066,158.77675
14,14.0,79085.9576372885,469372034.53253424,30513.881101716477,158.77675
15,15.0,79085.9576372885,469346460.4590297,90388.0228169143,158.77675
16,16.0,79085.9576372885,469328572.4708953,90388.0228169143,158.77675
17,17.0,79085.9576372885,469352899.47236735,90388.0228169143,158.77675
18,18.0,79085.9576372885,469380460.20847476,90388.0228169143,158.77675
19,19.0,79085.9576372885,469543214.9998938,90388.0228169143,102.31923
20,20.0,101112.42343209522,469543214.9998938,90388.0228169143,75.07824
21,21.0,101112.42343209522,469705969.7913128,90388.0228169143,65.40185
22,22.0,101112.42343209522,469868724.58273184,90388.0228169143,65.39259
23,23.0,101112.42343209522,470031479.3741509,90388.0228169143,58.38927
24,24.0,101112.42343209522,470031479.3741509,71702.90321417013,58.38927
25,25.0,101112.42343209522,470031479.3741509,58401.45676584232,58.38927
26,26.0,101112.42343209522,470031479.3741509,66006.95805627701,58.38927
27,27.0,101112.42343209522,470031479.3741509,78481.35289037699,58.38927
28,28.0,101112.42343209522,470031479.3741509,80782.58379551559,58.38927
29,29.0,101112.42343209522,470031479.3741509,92038.59562195186,58.38927
30,30.0,101112.42343209522,470031479.3741509,102318.38487604092,58.38927
31,31.0,101112.42343209522,470031479.3741509,91806.83751301079,58.38927
32,32.0,101112.42343209522,470031479.3741509,105184.2362136064,58.38927
33,33.0,101112.42343209522,470031479.3741509,100715.42076496834,58.38927
34,34.0,101112.42343209522,470025868.13106155,160589.56248016615,58.38927
35,35.0,101112.42343209522,470024430.01665777,160589.56248016615,58.38927
36,36.0,101112.42343209522,469963184.6249381,160589.56248016615,58.38927
37,37.0,101112.42343209522,469984091.2742614,160589.56248016615,58.38927
38,38.0,101112.42343209522,469976054.08142245,160589.56248016615,58.38927
39,39.0,101112.42343209522,470138808.8728415,155292.13658736445,86.5233
40,40.0,101112.42343209522,470138808.8728415,156751.78170703154,86.5233
41,41.0,101112.42343209522,470138808.8728415,164569.82173350762,86.5233
42,42.0,101112.42343209522,470138808.8728415,157819.19291038887,86.5233
43,43.0,101112.42343209522,470138808.8728415,164165.44665278477,86.5233
44,44.0,123138.88922690194,470138808.8728415,224039.5883679826,46.94951
45,45.0,123138.88922690194,470138808.8728415,223499.60998705358,46.94951
46,46.0,123138.88922690194,470138808.8728415,215525.84846942683,46.94951
47,47.0,123138.88922690194,470138808.8728415,217568.75640475523,46.94951
48,48.0,123138.88922690194,470138808.8728415,209669.2701162111,46.94951
49,49.0,123138.88922690194,470138808.8728415,218585.65328864125,46.94951
50,50.0,145165.35502170864,470138808.8728415,278459.79500383907,46.70525
