,gen,pA,pB,pD,error
0,NA,4261.429318957138,1238671628346.2312,0.07257442580370059,10000000000.0
1,1.0,4261.429318957138,1238671712064.8025,0.07257442580370059,10000000000.0
2,2.0,4261.429318957138,1238671739332.8347,0.07257442580370059,10000000000.0
3,3.0,4261.429318957138,1238671719065.8872,0.07257442580370059,10000000000.0
4,4.0,4261.429318957138,1238671680164.3694,0.07257442580370059,10000000000.0
5,5.0,4261.429318957138,1238671699692.8457,0.07257442580370059,10000000000.0
6,6.0,4261.429318957138,1238671862447.6372,2472.1767822555435,-1.0
7,7.0,4261.429318957138,1238671862447.6372,30628.118202490034,-1.0
8,8.0,4261.429318957138,1238671862447.6372,30134.70243519746,-1.0
9,9.0,4261.429318957138,1238671862447.6372,23255.476853716063,-1.0
10,10.0,4261.429318957138,1238671862447.6372,38598.24169626337,-1.0
11,11.0,4261.429318957138,1238671862447.6372,39367.00829527733,-1.0
12,12.0,4261.429318957138,1238671862447.6372,31049.86281739966,-1.0
13,13.0,4261.429318957138,1238671862447.6372,14327.85556745578,-1.0
14,14.0,4261.429318957138,1238671862447.6372,12783.636650405328,-1.0
15,15.0,4261.429318957138,1238671862447.6372,35574.97481826695,-1.0
16,16.0,4261.429318957138,1238671831595.001,95449.11653346477,-1.0
17,17.0,4261.429318957138,1238671859955.716,95449.11653346477,-1.0
18,18.0,4261.429318957138,1238671847423.402,95449.11653346477,-1.0
19,19.0,4261.429318957138,1238671834397.3616,95449.11653346477,-1.0
20,20.0,4261.429318957138,1238671876302.7468,95449.11653346477,-1.0
21,21.0,4261.429318957138,1238672039057.5383,113871.7882922122,-1.0
22,22.0,4261.429318957138,1238672039057.5383,118315.57672647115,-1.0
23,23.0,4261.429318957138,1238672039057.5383,111962.13438206041,-1.0
24,24.0,4261.429318957138,1238672039057.5383,109355.9326498454,-1.0
25,25.0,4261.429318957138,1238672039057.5383,130860.6478362418,-1.0
26,26.0,4261.429318957138,1238672083561.995,190734.7895514396,-1.0
27,27.0,4261.429318957138,1238672070885.2156,190734.7895514396,-1.0
28,28.0,4261.429318957138,1238672070009.1934,190734.7895514396,-1.0
29,29.0,4261.429318957138,1238672041511.6565,190734.7895514396,-1.0
30,30.0,4261.429318957138,1238671945755.8206,190734.7895514396,-1.0
31,31.0,4261.429318957138,1238671933873.934,190734.7895514396,-1.0
32,32.0,4261.429318957138,1238671917113.4363,190734.7895514396,-1.0
33,33.0,4261.429318957138,1238671897271.1877,190734.7895514396,-1.0
34,34.0,4261.429318957138,1238671882331.7356,190734.7895514396,-1.0
35,35.0,4261.429318957138,1238671900668.8713,190734.7895514396,-1.0
36,36.0,4261.429318957138,1238672063423.6628,186138.45119356958,-1.0
37,37.0,4261.429318957138,1238672063423.6628,183303.1849627873,-1.0
38,38.0,4261.429318957138,1238672063423.6628,190437.75412649123,-1.0
39,39.0,4261.429318957138,1238672063423.6628,196249.7053127537,-1.0
40,40.0,4261.429318957138,1238672063423.6628,187056.4038639016,-1.0
41,41.0,4261.429318957138,1238672063423.6628,208494.00560635468,-1.0
42,42.0,4261.429318957138,1238672063423.6628,185772.69712988115,-1.0
43,43.0,4261.429318957138,1238672063423.6628,198824.4511434714,-1.0
