,gen,pA,pB,pD,error
0,NA,4048262144.386192,0.2274918145233923,461.7731575526382,10000000000.0
1,1.0,4048262144.386192,162755.01891081844,461.7731575526382,9.42463
2,2.0,4048266875.6838746,162755.01891081844,461.7731575526382,9.42463
3,3.0,4048261178.0857563,162755.01891081844,461.7731575526382,9.42463
4,4.0,4048266220.3020167,162755.01891081844,461.7731575526382,9.42463
5,5.0,4048269828.142578,162755.01891081844,461.7731575526382,9.42463
6,6.0,4048267863.8402834,162755.01891081844,461.7731575526382,9.42463
7,7.0,4048289890.3060784,162755.01891081844,6091.575499090876,9.42463
8,8.0,4048289890.3060784,162755.01891081844,7434.700552795536,9.42463
9,9.0,4048289890.3060784,162755.01891081844,-1834.5843810234228,9.42463
10,10.0,4048289890.3060784,162755.01891081844,450.2144975517681,9.42463
11,11.0,4048289890.3060784,162755.01891081844,3251.90883122867,9.42463
12,12.0,4048284986.133417,162755.01891081844,63126.050546426486,9.42463
13,13.0,4048286521.0461144,162755.01891081844,63126.050546426486,9.42463
14,14.0,4048287055.7574816,162755.01891081844,63126.050546426486,9.42463
15,15.0,4048286876.4918737,162755.01891081844,63126.050546426486,9.42463
16,16.0,4048284669.283477,162755.01891081844,63126.050546426486,9.42463
17,17.0,4048306695.749272,162755.01891081844,123000.1922616243,9.41884
18,18.0,4048306695.749272,162755.01891081844,133007.81118370668,9.41884
19,19.0,4048306695.749272,162755.01891081844,109518.16130532068,9.41884
20,20.0,4048306695.749272,162755.01891081844,119385.55062037004,9.41884
21,21.0,4048306695.749272,162755.01891081844,133980.6383948174,9.41884
22,22.0,4048306695.749272,162755.01891081844,147238.94493440058,9.41884
23,23.0,4048306684.345416,162755.01891081844,207113.0866495984,9.42374
24,24.0,4048309851.045031,162755.01891081844,207113.0866495984,9.42374
25,25.0,4048308393.2297835,162755.01891081844,207113.0866495984,9.42374
26,26.0,4048305157.8880835,162755.01891081844,207113.0866495984,9.42374
