,gen,pA,pB,pD,error
0,NA,1.4456289759272508e-05,1194927.3626203542,1870829.8934408133,10000000000.0
1,1.0,22026.46580926301,1194927.3626203542,1870829.8934408133,49.43826
2,2.0,22026.46580926301,1249726.70431536,1870829.8934408133,49.43826
3,3.0,22026.46580926301,1269717.782669344,1870829.8934408133,49.43826
4,4.0,22026.46580926301,1315778.9230079446,1870829.8934408133,49.43826
5,5.0,22026.46580926301,1369586.2833736213,1870829.8934408133,49.43826
6,6.0,22026.46580926301,1369817.6053875638,1870829.8934408133,49.43826
7,7.0,25829.277173872804,1532572.3968065677,1870829.8934408133,-1.0
8,8.0,19222.479154462002,1532572.3968065677,1870829.8934408133,-1.0
9,9.0,14521.281947499005,1532572.3968065677,1870829.8934408133,-1.0
10,10.0,16757.871053093862,1532572.3968065677,1870829.8934408133,-1.0
11,11.0,14508.553619732273,1532572.3968065677,1870829.8934408133,-1.0
12,12.0,36535.01941453899,1544349.517893381,1870829.8934408133,49.80477
13,13.0,36535.01941453899,1532967.1843581733,1870829.8934408133,49.80477
14,14.0,36535.01941453899,1468604.0336870558,1870829.8934408133,49.80477
15,15.0,36535.01941453899,1631358.8251060597,1870829.8934408133,22.00516
16,16.0,36535.01941453899,1631358.8251060597,1860494.6216803119,22.00516
17,17.0,36535.01941453899,1631358.8251060597,1920368.7633955097,14.45413
18,18.0,58561.48520934571,1631358.8251060597,1920368.7633955097,13.98523
19,19.0,58561.48520934571,1631358.8251060597,1980242.9051107075,10.54648
20,20.0,58561.48520934571,1631358.8251060597,2040117.0468259053,4.46045
21,21.0,58561.48520934571,1624818.083364509,2040117.0468259053,4.46045
22,22.0,58561.48520934571,1591179.589754859,2040117.0468259053,4.46045
23,23.0,58561.48520934571,1596844.575081548,2040117.0468259053,4.46045
24,24.0,58561.48520934571,1558522.6270628835,2040117.0468259053,4.46045
25,25.0,58561.48520934571,1538265.7296559084,2040117.0468259053,4.46045
26,26.0,58561.48520934571,1863775.3124939161,2040117.0468259053,8.73936
27,27.0,80587.95100415242,1863775.3124939161,2040117.0468259053,4.91051
28,28.0,102614.41679895914,1863775.3124939161,2040117.0468259053,2.47174
29,29.0,102614.41679895914,1923979.6994851003,2040117.0468259053,2.47174
30,30.0,102614.41679895914,1941259.3824404313,2040117.0468259053,2.47174
31,31.0,102614.41679895914,1987950.8011773508,2040117.0468259053,2.47174
32,32.0,102614.41679895914,1992475.1327448718,2040117.0468259053,2.47174
33,33.0,102614.41679895914,1982974.6481853111,2040117.0468259053,2.47174
34,34.0,102614.41679895914,2023515.0338948725,2040117.0468259053,5.67474
35,35.0,102614.41679895914,1982854.5169681334,2040117.0468259053,5.67474
36,36.0,102614.41679895914,1978315.0259944606,2040117.0468259053,5.67474
37,37.0,102614.41679895914,2024827.2460056404,2040117.0468259053,5.67474
38,38.0,102614.41679895914,2070146.1185371294,2040117.0468259053,5.67474
39,39.0,102614.41679895914,2232900.9099561335,2099991.188541103,5.79864
40,40.0,102614.41679895914,2232900.9099561335,2159865.330256301,5.44582
41,41.0,103880.47815168566,2232900.9099561335,2159865.330256301,5.44582
42,42.0,98771.67415296823,2232900.9099561335,2159865.330256301,5.44582
43,43.0,120798.13994777495,2232900.9099561335,2159865.330256301,3.34531
44,44.0,123184.13854621585,2232900.9099561335,2159865.330256301,3.34531
45,45.0,120042.41740544862,2232900.9099561335,2159865.330256301,3.34531
46,46.0,116763.37333714301,2232900.9099561335,2159865.330256301,3.34531
47,47.0,120493.96737899267,2232900.9099561335,2159865.330256301,3.34531
48,48.0,125267.4763345314,2232900.9099561335,2159865.330256301,3.34531
49,49.0,147293.9421293381,2232900.9099561335,2162788.361336364,-1.0
50,50.0,147293.9421293381,2232900.9099561335,2152256.552474536,-1.0
51,51.0,147293.9421293381,2232900.9099561335,2152246.915704994,-1.0
52,52.0,147293.9421293381,2232900.9099561335,2185062.126313975,-1.0
53,53.0,147293.9421293381,2232900.9099561335,2178618.3536791564,-1.0
54,54.0,169320.40792414482,2232900.9099561335,2238492.495394354,4.44918
55,55.0,168895.0841413112,2232900.9099561335,2238492.495394354,4.44918
56,56.0,190921.54993611792,2232900.9099561335,2238492.495394354,3.20546
57,57.0,190921.54993611792,2232900.9099561335,2251693.4463103423,3.20546
58,58.0,190921.54993611792,2232900.9099561335,2264717.4018583484,3.20546
59,59.0,190921.54993611792,2232900.9099561335,2324591.543573546,3.05257
60,60.0,190921.54993611792,2232900.9099561335,2328230.152280359,3.05257
61,61.0,190921.54993611792,2232900.9099561335,2321654.6521849656,3.05257
62,62.0,190921.54993611792,2232900.9099561335,2304848.4824287896,3.05257
63,63.0,190921.54993611792,2232900.9099561335,2301769.4250167552,3.05257
64,64.0,190921.54993611792,2232900.9099561335,2304779.3188664843,3.05257
65,65.0,190921.54993611792,2256829.9997645123,2364653.460581682,3.36515
66,66.0,190921.54993611792,2293144.7478266004,2364653.460581682,3.36515
67,67.0,190921.54993611792,2455899.5392456045,2364653.460581682,3.15667
68,68.0,190921.54993611792,2457312.055500019,2364653.460581682,3.15667
69,69.0,190921.54993611792,2457146.7519084997,2364653.460581682,3.15667
70,70.0,190921.54993611792,2455061.181582204,2364653.460581682,3.15667
71,71.0,190921.54993611792,2453920.054358632,2364653.460581682,3.15667
72,72.0,190921.54993611792,2487780.0607630583,2364653.460581682,3.15667
73,73.0,190921.54993611792,2813289.6436010664,2364653.460581682,3.07172
74,74.0,190921.54993611792,2774691.5658506965,2364653.460581682,3.07172
75,75.0,190921.54993611792,2763674.687486197,2364653.460581682,3.07172
76,76.0,190921.54993611792,2768994.346016244,2364653.460581682,3.07172
77,77.0,190921.54993611792,2783918.2004405796,2364653.460581682,3.07172
78,78.0,190921.54993611792,2799179.3018452614,2364653.460581682,3.07172
79,79.0,190921.54993611792,2961934.0932642655,2364653.460581682,2.85336
80,80.0,190921.54993611792,2990423.261044173,2364653.460581682,2.85336
81,81.0,190921.54993611792,3010314.762645609,2364653.460581682,2.85336
82,82.0,190921.54993611792,3017014.1466537076,2364653.460581682,2.85336
83,83.0,190921.54993611792,3001055.625764159,2364653.460581682,2.85336
84,84.0,190921.54993611792,3010337.118940122,2364653.460581682,2.85336
85,85.0,190921.54993611792,3335846.70177813,2364653.460581682,4.92877
86,86.0,190921.54993611792,3335846.70177813,2365719.1939903535,4.92877
87,87.0,190921.54993611792,3335846.70177813,2379487.4913870594,4.92877
88,88.0,190921.54993611792,3335846.70177813,2439361.6331022573,3.22606
89,89.0,212948.01573092464,3335846.70177813,2439361.6331022573,3.14466
90,90.0,219455.22141176707,3335846.70177813,2439361.6331022573,3.14466
91,91.0,219663.36990631768,3335846.70177813,2439361.6331022573,3.14466
92,92.0,215203.25425514005,3335846.70177813,2439361.6331022573,3.14466
93,93.0,218503.59294021153,3335846.70177813,2439361.6331022573,3.14466
94,94.0,214603.84779261504,3335846.70177813,2439361.6331022573,3.14466
95,95.0,216586.49451574453,3335846.70177813,2439361.6331022573,3.76781
96,96.0,238612.96031055125,3335846.70177813,2439361.6331022573,3.58248
97,97.0,238612.96031055125,3335846.70177813,2499235.774817455,3.01661
98,98.0,238612.96031055125,3335846.70177813,2508083.633702256,3.01661
99,99.0,238612.96031055125,3335846.70177813,2567957.7754174536,3.00778
100,100.0,238612.96031055125,3335846.70177813,2571287.450422327,3.00778
101,101.0,238612.96031055125,3335846.70177813,2562284.8419332122,3.00778
102,102.0,238612.96031055125,3335846.70177813,2571349.204856235,3.00778
103,103.0,238612.96031055125,3335846.70177813,2575037.962831981,3.00778
104,104.0,238612.96031055125,3335846.70177813,2563467.6034000563,3.00778
105,105.0,260639.42610535797,3335846.70177813,2623341.745115254,3.16473
106,106.0,260639.42610535797,3498601.493197134,2623341.745115254,3.11315
107,107.0,263403.2426619185,3498601.493197134,2623341.745115254,3.11315
108,108.0,264717.7994905447,3498601.493197134,2623341.745115254,3.11315
109,109.0,259595.1073297074,3498601.493197134,2623341.745115254,3.11315
110,110.0,264955.1315513058,3498601.493197134,2623341.745115254,3.11315
111,111.0,263702.14298137533,3498601.493197134,2623341.745115254,3.11315
112,112.0,266544.8633191706,3498601.493197134,2623341.745115254,3.45523
113,113.0,265145.45613742137,3498601.493197134,2623341.745115254,3.45523
114,114.0,264400.42034354544,3498601.493197134,2623341.745115254,3.45523
115,115.0,257552.0819304705,3498601.493197134,2623341.745115254,3.45523
116,116.0,279578.54772527725,3498601.493197134,2623341.745115254,2.78399
117,117.0,279578.54772527725,3485250.9768605274,2623341.745115254,2.78399
118,118.0,279578.54772527725,3513554.3444207623,2623341.745115254,2.78399
119,119.0,279578.54772527725,3552809.761487349,2623341.745115254,2.78399
120,120.0,279578.54772527725,3567343.2717401483,2623341.745115254,2.78399
121,121.0,279578.54772527725,3565950.4670272875,2623341.745115254,2.78399
122,122.0,285329.6682696766,3728705.2584462916,2623341.745115254,3.19948
123,123.0,293516.3098974039,3728705.2584462916,2623341.745115254,3.19948
124,124.0,299521.16336703754,3728705.2584462916,2623341.745115254,3.19948
125,125.0,296882.64577340044,3728705.2584462916,2623341.745115254,3.19948
126,126.0,302643.99901534145,3728705.2584462916,2623341.745115254,3.19948
127,127.0,324670.4648101482,3728705.2584462916,2683215.886830452,3.03018
128,128.0,324956.2407600109,3728705.2584462916,2683215.886830452,3.03018
129,129.0,328839.82303558517,3728705.2584462916,2683215.886830452,3.03018
130,130.0,330946.62421795947,3728705.2584462916,2683215.886830452,3.03018
131,131.0,327490.7747377378,3728705.2584462916,2683215.886830452,3.03018
132,132.0,326976.56884545885,3728705.2584462916,2683215.886830452,3.03018
133,133.0,349003.03464026557,3891460.0498652956,2683215.886830452,3.45767
134,134.0,352019.8684616245,3891460.0498652956,2683215.886830452,3.45767
135,135.0,374046.3342564312,3891460.0498652956,2683215.886830452,3.12497
136,136.0,369307.3362269053,3891460.0498652956,2683215.886830452,3.12497
137,137.0,365438.5844775516,3891460.0498652956,2683215.886830452,3.12497
138,138.0,366087.95049491484,3891460.0498652956,2683215.886830452,3.12497
139,139.0,368559.29539366974,3891460.0498652956,2683215.886830452,3.12497
140,140.0,369800.4864543917,3891460.0498652956,2683215.886830452,3.12497
141,141.0,391826.9522491984,4054214.8412842997,2683215.886830452,4.15755
142,142.0,391826.9522491984,4216969.632703303,2683215.886830452,3.30063
143,143.0,391826.9522491984,4216969.632703303,2680713.729201124,3.30063
144,144.0,391826.9522491984,4216969.632703303,2690143.4774727747,3.30063
145,145.0,391826.9522491984,4216969.632703303,2750017.6191879725,3.29936
146,146.0,391826.9522491984,4177941.24664577,2750017.6191879725,3.29936
147,147.0,391826.9522491984,4157160.740985476,2750017.6191879725,3.29936
148,148.0,391826.9522491984,4152470.6682763463,2750017.6191879725,3.29936
149,149.0,391826.9522491984,4170226.5082571274,2750017.6191879725,3.29936
150,150.0,391826.9522491984,4195047.790154938,2750017.6191879725,3.29936
151,151.0,390999.4435273777,4357802.581573942,2750017.6191879725,4.41004
152,152.0,395175.6216486561,4357802.581573942,2750017.6191879725,4.41004
153,153.0,399353.35436991625,4357802.581573942,2750017.6191879725,4.41004
154,154.0,404576.17921460944,4357802.581573942,2750017.6191879725,4.41004
155,155.0,426602.64500941616,4357802.581573942,2750017.6191879725,3.80889
156,156.0,428371.88425251824,4357802.581573942,2750017.6191879725,3.80889
157,157.0,425924.8594486909,4357802.581573942,2750017.6191879725,3.80889
158,158.0,422244.33155213064,4357802.581573942,2750017.6191879725,3.80889
159,159.0,418985.15768682776,4357802.581573942,2750017.6191879725,3.80889
160,160.0,423334.3278212841,4357802.581573942,2750017.6191879725,3.80889
161,161.0,445360.79361609084,4357802.581573942,2809891.7609031703,3.39023
162,162.0,445360.79361609084,4375607.146288765,2809891.7609031703,3.39023
163,163.0,445360.79361609084,4386268.7860474745,2809891.7609031703,3.39023
164,164.0,445360.79361609084,4396086.094920707,2809891.7609031703,3.39023
165,165.0,445360.79361609084,4461306.7025530515,2809891.7609031703,3.39023
166,166.0,445360.79361609084,4472556.43946915,2809891.7609031703,3.39023
167,167.0,442432.08401984174,4635311.230888154,2809891.7609031703,3.69526
168,168.0,449031.09372745786,4635311.230888154,2809891.7609031703,3.69526
169,169.0,446712.35310395336,4635311.230888154,2809891.7609031703,3.69526
170,170.0,441773.0325505321,4635311.230888154,2809891.7609031703,3.69526
171,171.0,439536.68591835053,4635311.230888154,2809891.7609031703,3.69526
172,172.0,461563.15171315725,4635311.230888154,2809891.7609031703,3.59734
173,173.0,457849.5952755528,4635311.230888154,2809891.7609031703,3.59734
174,174.0,458751.21661958203,4635311.230888154,2809891.7609031703,3.59734
175,175.0,450934.62102165015,4635311.230888154,2809891.7609031703,3.59734
176,176.0,451438.9319052064,4635311.230888154,2809891.7609031703,3.59734
177,177.0,455303.55236698093,4635311.230888154,2809891.7609031703,3.59734
178,178.0,477330.01816178765,4635311.230888154,2869765.902618368,4.47302
179,179.0,477330.01816178765,4798066.022307158,2869765.902618368,3.95142
180,180.0,499356.48395659437,4798066.022307158,2869765.902618368,3.82261
181,181.0,499356.48395659437,4798066.022307158,2878209.218937613,3.82261
182,182.0,499356.48395659437,4798066.022307158,2863339.2261215057,3.82261
183,183.0,499356.48395659437,4798066.022307158,2854673.031224827,3.82261
184,184.0,499356.48395659437,4798066.022307158,2849472.948749065,3.82261
185,185.0,499356.48395659437,4798066.022307158,2862830.5406210846,3.82261
186,186.0,499356.48395659437,4798066.022307158,2861928.7785314233,4.67558
187,187.0,499356.48395659437,4798066.022307158,2870691.5359071605,4.67558
188,188.0,499356.48395659437,4798066.022307158,2930565.6776223583,4.15391
189,189.0,501010.53720466385,4798066.022307158,2930565.6776223583,4.15391
190,190.0,499833.93595094077,4798066.022307158,2930565.6776223583,4.15391
191,191.0,501465.67462362756,4798066.022307158,2930565.6776223583,4.15391
192,192.0,502174.0469241012,4798066.022307158,2930565.6776223583,4.15391
193,193.0,498448.6429258336,4798066.022307158,2930565.6776223583,4.15391
194,194.0,520475.1087206403,4798066.022307158,2925012.2933163946,-1.0
195,195.0,520475.1087206403,4798066.022307158,2919854.8325381647,-1.0
196,196.0,520475.1087206403,4798066.022307158,2929012.4030440864,-1.0
197,197.0,520475.1087206403,4798066.022307158,2931557.1461801436,-1.0
198,198.0,520475.1087206403,4798066.022307158,2932389.224672132,-1.0
