,gen,pA,pB,pD,error
0,NA,607878.5258230331,2417814477.6926494,0.0034533272880657353,10000000000.0
1,1.0,607878.5258230331,2417814477.6926494,59874.1451685251,6.72393
2,2.0,607878.5258230331,2417825854.810056,59874.1451685251,6.72393
3,3.0,607878.5258230331,2417813669.4736476,59874.1451685251,6.72393
4,4.0,607878.5258230331,2417781890.1356277,59874.1451685251,6.72393
5,5.0,607878.5258230331,2417825284.229949,59874.1451685251,6.72393
6,6.0,607878.5258230331,2417865080.0893683,59874.1451685251,6.72393
7,7.0,603587.278424056,2418027834.8807874,59874.1451685251,6.72393
8,8.0,625613.7442188627,2418027834.8807874,59874.1451685251,5.52386
9,9.0,647640.2100136694,2418027834.8807874,59874.1451685251,4.63605
10,10.0,647640.2100136694,2418027834.8807874,62543.939802299225,4.63605
11,11.0,647640.2100136694,2418027834.8807874,61390.47456437702,4.63605
12,12.0,647640.2100136694,2418027834.8807874,48887.39443144251,4.63605
13,13.0,647640.2100136694,2418027834.8807874,48250.11374321959,4.63605
14,14.0,647640.2100136694,2418027834.8807874,58640.782886685614,4.63605
15,15.0,647640.2100136694,2418027834.8807874,53361.95266351704,4.63605
16,16.0,647640.2100136694,2418027834.8807874,36408.820211513535,4.63605
17,17.0,647640.2100136694,2418027834.8807874,39663.03995596528,4.63605
18,18.0,647640.2100136694,2418027834.8807874,58952.805365137145,4.63605
19,19.0,647640.2100136694,2418027834.8807874,79605.7561964573,4.63605
20,20.0,655282.1294459213,2418027834.8807874,139479.8979116551,4.63605
21,21.0,648430.2294557488,2418027834.8807874,139479.8979116551,4.63605
22,22.0,647559.4269967731,2418027834.8807874,139479.8979116551,4.63605
23,23.0,644066.950903933,2418027834.8807874,139479.8979116551,4.63605
24,24.0,643677.7880716656,2418027834.8807874,139479.8979116551,4.63605
25,25.0,665704.2538664723,2418027834.8807874,129186.81537584796,7.85762
26,26.0,665704.2538664723,2418027834.8807874,114668.47652212708,7.85762
27,27.0,665704.2538664723,2418027834.8807874,109750.65910278128,7.85762
28,28.0,665704.2538664723,2418027834.8807874,117514.7808403407,7.85762
29,29.0,665704.2538664723,2418027834.8807874,118873.03659610268,7.85762
30,30.0,687730.719661279,2418027834.8807874,178747.1783113005,4.72408
31,31.0,687730.719661279,2418027834.8807874,163100.34616189846,4.72408
32,32.0,687730.719661279,2418027834.8807874,168469.82996749788,4.72408
33,33.0,687730.719661279,2418027834.8807874,172899.13051044918,4.72408
34,34.0,687730.719661279,2418027834.8807874,174651.645114245,4.72408
35,35.0,687730.719661279,2418027834.8807874,148979.19788524936,4.72408
36,36.0,687730.719661279,2418027834.8807874,170447.4504906754,4.72408
37,37.0,687730.719661279,2418027834.8807874,154664.73906891857,4.72408
38,38.0,687730.719661279,2418027834.8807874,162794.0812229666,4.72408
39,39.0,687730.719661279,2418027834.8807874,160316.87737390824,4.72408
40,40.0,687730.719661279,2418027834.8807874,167769.7518938277,4.72408
41,41.0,709757.1854560857,2418027834.8807874,227643.89360902552,5.14829
42,42.0,709757.1854560857,2418050017.935303,227643.89360902552,5.14829
43,43.0,709757.1854560857,2418011192.8163223,227643.89360902552,5.14829
44,44.0,709757.1854560857,2418007752.2542496,227643.89360902552,5.14829
45,45.0,709757.1854560857,2418055280.050106,227643.89360902552,5.14829
46,46.0,709757.1854560857,2418097176.261156,227643.89360902552,5.14829
47,47.0,709757.1854560857,2418259931.052575,229608.40790506336,5.14829
48,48.0,709757.1854560857,2418259931.052575,227503.01530467134,5.14829
49,49.0,709757.1854560857,2418259931.052575,241039.88547554734,5.14829
50,50.0,709757.1854560857,2418259931.052575,238930.93486625882,5.14829
51,51.0,709757.1854560857,2418259931.052575,223147.56292812983,5.14829
52,52.0,709757.1854560857,2418316560.495795,283021.7046433276,5.17867
53,53.0,709757.1854560857,2418304267.7982,283021.7046433276,5.17867
54,54.0,709757.1854560857,2418358730.1664214,283021.7046433276,5.17867
55,55.0,709757.1854560857,2418386398.4728756,283021.7046433276,5.17867
56,56.0,709757.1854560857,2418392643.623421,283021.7046433276,5.17867
57,57.0,709757.1854560857,2418396198.7242293,283021.7046433276,5.17867
58,58.0,709757.1854560857,2418376287.061313,283021.7046433276,5.17867
59,59.0,709757.1854560857,2418368706.944838,283021.7046433276,5.17867
60,60.0,709757.1854560857,2418378939.526984,283021.7046433276,5.17867
61,61.0,709757.1854560857,2418411903.607432,283021.7046433276,5.17867
62,62.0,701696.8469919942,2418574658.398851,283021.7046433276,5.17867
63,63.0,723723.3127868009,2418574658.398851,283021.7046433276,5.04428
64,64.0,723723.3127868009,2418574658.398851,300731.479396406,5.04428
65,65.0,723723.3127868009,2418574658.398851,306827.5080270579,5.04428
66,66.0,723723.3127868009,2418574658.398851,289251.5993149323,5.04428
67,67.0,723723.3127868009,2418574658.398851,309559.62503055704,5.04428
68,68.0,723723.3127868009,2418574658.398851,304867.72497524903,5.04428
69,69.0,720826.8506755892,2418574658.398851,364741.86669044686,5.04428
70,70.0,720007.7732274608,2418574658.398851,364741.86669044686,5.04428
71,71.0,717702.1081778599,2418574658.398851,364741.86669044686,5.04428
72,72.0,712772.9582373061,2418574658.398851,364741.86669044686,5.04428
73,73.0,734799.4240321128,2418574658.398851,364741.86669044686,4.90168
74,74.0,756825.8898269195,2418574658.398851,364741.86669044686,4.52798
75,75.0,756825.8898269195,2418515127.1818376,364741.86669044686,4.52798
76,76.0,756825.8898269195,2418480861.7558975,364741.86669044686,4.52798
77,77.0,756825.8898269195,2418542995.7281637,364741.86669044686,4.52798
78,78.0,756825.8898269195,2418592666.8864427,364741.86669044686,4.52798
79,79.0,756825.8898269195,2418650507.4683957,364741.86669044686,4.52798
80,80.0,755029.9010344206,2418813262.2598147,364741.86669044686,4.52798
81,81.0,752068.2543916597,2418813262.2598147,364741.86669044686,4.52798
82,82.0,753937.0513417746,2418813262.2598147,364741.86669044686,4.52798
83,83.0,754412.0300772678,2418813262.2598147,364741.86669044686,4.52798
84,84.0,753190.0984480749,2418813262.2598147,364741.86669044686,4.52798
