,gen,pA,pB,pD,error
0,NA,959.2634253004074,434167.45796087285,1192902470210.7937,10000000000.0
1,1.0,22985.729220107125,434167.45796087285,1192902470210.7937,121.09247
2,2.0,22985.729220107125,434167.45796087285,1192902473486.1892,121.09247
3,3.0,22985.729220107125,434167.45796087285,1192902478007.2778,121.09247
4,4.0,22985.729220107125,434167.45796087285,1192902495584.7317,121.09247
5,5.0,22985.729220107125,434167.45796087285,1192902481176.557,121.09247
6,6.0,22985.729220107125,434167.45796087285,1192902479190.7495,121.09247
7,7.0,22985.729220107125,416484.3546882257,1192902539064.891,121.09247
8,8.0,22985.729220107125,579239.1461072296,1192902539064.891,93.88021
9,9.0,45012.19501491384,579239.1461072296,1192902539064.891,63.237
10,10.0,45012.19501491384,579239.1461072296,1192902528571.8171,63.237
11,11.0,45012.19501491384,579239.1461072296,1192902530285.153,63.237
12,12.0,45012.19501491384,579239.1461072296,1192902512572.9006,63.237
13,13.0,45012.19501491384,579239.1461072296,1192902524487.2798,63.237
14,14.0,45012.19501491384,579239.1461072296,1192902526349.2205,63.237
15,15.0,45012.19501491384,574630.5516687852,1192902586223.362,63.237
16,16.0,45012.19501491384,539184.4652911255,1192902586223.362,63.237
17,17.0,45012.19501491384,513219.692394675,1192902586223.362,63.237
18,18.0,45012.19501491384,538657.2169811174,1192902586223.362,63.237
19,19.0,45012.19501491384,549000.7931035771,1192902586223.362,63.237
20,20.0,46683.5951158883,711755.584522581,1192902586223.362,76.45065
21,21.0,52067.39568019031,711755.584522581,1192902586223.362,76.45065
22,22.0,74093.86147499703,711755.584522581,1192902586223.362,65.13648
23,23.0,74093.86147499703,711755.584522581,1192902576976.021,65.13648
24,24.0,74093.86147499703,711755.584522581,1192902579255.4543,65.13648
25,25.0,74093.86147499703,711755.584522581,1192902578278.256,65.13648
26,26.0,74093.86147499703,711755.584522581,1192902595601.2942,65.13648
27,27.0,74093.86147499703,711755.584522581,1192902582670.3335,65.13648
28,28.0,96120.32726980375,711755.584522581,1192902642544.475,48.05264
29,29.0,96120.32726980375,711755.584522581,1192902642124.4749,48.05264
30,30.0,96120.32726980375,711755.584522581,1192902638807.8494,48.05264
31,31.0,96120.32726980375,711755.584522581,1192902635908.0415,48.05264
32,32.0,96120.32726980375,711755.584522581,1192902641694.868,48.05264
33,33.0,96120.32726980375,711755.584522581,1192902647368.5984,48.05264
34,34.0,96120.32726980375,711755.584522581,1192902631813.6165,48.05264
35,35.0,96120.32726980375,711755.584522581,1192902616558.7563,48.05264
36,36.0,96120.32726980375,711755.584522581,1192902621112.1323,48.05264
37,37.0,96120.32726980375,711755.584522581,1192902645246.2595,48.05264
38,38.0,96120.32726980375,711755.584522581,1192902643393.4312,48.05264
39,39.0,96120.32726980375,711755.584522581,1192902644051.6074,48.05264
