,gen,pA,pB,pD,error
0,NA,9509166095.6354,24590477028045.832,59113925.6108537,10000000000.0
1,1.0,9509166095.6354,24590477190800.625,59113925.6108537,9.4018
2,2.0,9509166095.6354,24590477189920.875,59113925.6108537,9.4018
3,3.0,9509166095.6354,24590477191387.04,59113925.6108537,9.4018
4,4.0,9509166095.6354,24590477200617.87,59113925.6108537,9.4018
5,5.0,9509166095.6354,24590477228334.727,59113925.6108537,9.4018
6,6.0,9509166095.6354,24590477215588.863,59113925.6108537,9.4018
7,7.0,9509166095.6354,24590477378343.656,59173799.7525689,9.40012
8,8.0,9509166095.6354,24590477353562.605,59173799.7525689,9.40012
9,9.0,9509166095.6354,24590477374626.145,59173799.7525689,9.40012
10,10.0,9509166095.6354,24590477424478.723,59173799.7525689,9.40012
11,11.0,9509166095.6354,24590477373325.816,59173799.7525689,9.40012
12,12.0,9509166095.6354,24590477313833.277,59173799.7525689,9.40012
13,13.0,9509165885.61848,24590477476588.07,59173799.7525689,9.40012
14,14.0,9509161309.637379,24590477476588.07,59173799.7525689,9.40012
15,15.0,9509163773.230957,24590477476588.07,59173799.7525689,9.40012
16,16.0,9509162005.069702,24590477476588.07,59173799.7525689,9.40012
17,17.0,9509160529.411722,24590477476588.07,59173799.7525689,9.40012
18,18.0,9509182555.877518,24590477476588.07,59167850.09623151,9.40012
19,19.0,9509182555.877518,24590477476588.07,59160415.291903704,9.40012
20,20.0,9509182555.877518,24590477476588.07,59177730.66400039,9.40012
21,21.0,9509182555.877518,24590477476588.07,59148528.88406851,9.40012
22,22.0,9509182555.877518,24590477476588.07,59163144.89432874,9.40012
23,23.0,9509182555.877518,24590477476588.07,59180116.17860791,9.40012
24,24.0,9509182555.877518,24590477476588.07,59176712.64802915,9.40012
25,25.0,9509182555.877518,24590477476588.07,59161308.819459,9.40012
26,26.0,9509182555.877518,24590477476588.07,59127692.91872745,9.40012
27,27.0,9509182555.877518,24590477476588.07,59125012.993535236,9.40012
28,28.0,9509182555.877518,24590477458200.863,59184887.135250434,9.40012
29,29.0,9509182555.877518,24590477448020.61,59184887.135250434,9.40012
30,30.0,9509182555.877518,24590477435741.58,59184887.135250434,9.40012
31,31.0,9509182555.877518,24590477393642.92,59184887.135250434,9.40012
32,32.0,9509182555.877518,24590477370872.027,59184887.135250434,9.40012
33,33.0,9509182555.877518,24590477533626.82,59178655.125678845,9.40012
34,34.0,9509182555.877518,24590477533626.82,59203269.8982775,9.40012
35,35.0,9509182555.877518,24590477533626.82,59216911.56186476,9.40012
36,36.0,9509182555.877518,24590477533626.82,59191228.69288062,9.40012
37,37.0,9509182555.877518,24590477533626.82,59192507.76434087,9.40012
38,38.0,9509182555.877518,24590477496980.24,59252381.90605607,9.40012
39,39.0,9509182555.877518,24590477514958.91,59252381.90605607,9.40012
40,40.0,9509182555.877518,24590477560286.656,59252381.90605607,9.40012
41,41.0,9509182555.877518,24590477578467.87,59252381.90605607,9.40012
42,42.0,9509182555.877518,24590477581312.023,59252381.90605607,9.40012
43,43.0,9509182555.877518,24590477744066.816,59243107.194893904,9.40012
44,44.0,9509182555.877518,24590477744066.816,59246488.64640198,9.40012
45,45.0,9509182555.877518,24590477744066.816,59231733.65377761,9.40012
46,46.0,9509182555.877518,24590477744066.816,59245562.376119666,9.40012
47,47.0,9509182555.877518,24590477744066.816,59254328.07133743,9.40012
48,48.0,9509186191.700731,24590477744066.816,59314202.21305263,9.40012
49,49.0,9509182502.359974,24590477744066.816,59314202.21305263,9.40012
50,50.0,9509179879.95742,24590477744066.816,59314202.21305263,9.40012
51,51.0,9509186356.825386,24590477744066.816,59314202.21305263,9.40012
52,52.0,9509186569.199348,24590477744066.816,59314202.21305263,9.40012
53,53.0,9509208595.665144,24590477744066.816,59312113.10011781,9.40012
54,54.0,9509208595.665144,24590477744066.816,59336132.56176859,9.40012
55,55.0,9509208595.665144,24590477744066.816,59326850.678043224,9.40012
56,56.0,9509208595.665144,24590477744066.816,59353082.917260684,9.40012
57,57.0,9509208595.665144,24590477744066.816,59359630.814645275,9.40012
58,58.0,9509208595.665144,24590477719035.684,59419504.956360474,9.40012
59,59.0,9509208595.665144,24590477748524.484,59419504.956360474,9.40012
60,60.0,9509208595.665144,24590477736012.88,59419504.956360474,9.40012
61,61.0,9509208595.665144,24590477647081.73,59419504.956360474,9.40012
62,62.0,9509208595.665144,24590477602488.004,59419504.956360474,9.40012
63,63.0,9509212015.392448,24590477765242.797,59419504.956360474,9.40012
64,64.0,9509212857.823742,24590477765242.797,59419504.956360474,9.40012
65,65.0,9509206398.896969,24590477765242.797,59419504.956360474,9.40012
66,66.0,9509209846.22552,24590477765242.797,59419504.956360474,9.40012
67,67.0,9509207805.848597,24590477765242.797,59419504.956360474,9.40012
