,gen,pA,pB,pD,error
0,NA,33642814.02318351,1679401072.600141,107190788.6866641,10000000000.0
1,1.0,33642814.02318351,1679563827.39156,107190788.6866641,9.25948
2,2.0,33664840.48897832,1679563827.39156,107190788.6866641,9.23696
3,3.0,33664840.48897832,1679563827.39156,107218559.86843193,9.23696
4,4.0,33664840.48897832,1679563827.39156,107210127.8481777,9.23696
5,5.0,33664840.48897832,1679563827.39156,107228060.61726138,9.23696
6,6.0,33664840.48897832,1679563827.39156,107234076.14667231,9.23696
7,7.0,33664840.48897832,1679563827.39156,107226750.10757685,9.23696
8,8.0,33654243.68740141,1679563827.39156,107286624.24929205,9.23696
9,9.0,33676270.153196216,1679563827.39156,107286624.24929205,9.23185
10,10.0,33676270.153196216,1679563827.39156,107289711.96141721,9.23185
11,11.0,33676270.153196216,1679563827.39156,107291024.25173452,9.23185
12,12.0,33676270.153196216,1679563827.39156,107311230.29960072,9.23185
13,13.0,33676270.153196216,1679563827.39156,107312501.58332314,9.23185
14,14.0,33676270.153196216,1679563827.39156,107291613.90184802,9.23185
15,15.0,33679450.14396792,1679563827.39156,107351488.04356322,9.24875
16,16.0,33701476.60976273,1679563827.39156,107351488.04356322,9.22462
17,17.0,33701476.60976273,1679494531.0403347,107351488.04356322,9.22462
18,18.0,33701476.60976273,1679494485.363198,107351488.04356322,9.22462
19,19.0,33701476.60976273,1679414264.3730922,107351488.04356322,9.22462
20,20.0,33701476.60976273,1679479786.3229122,107351488.04356322,9.22462
21,21.0,33701476.60976273,1679464978.50106,107351488.04356322,9.22462
22,22.0,33710073.93276831,1679627733.292479,107351488.04356322,9.22462
23,23.0,33708912.8689658,1679627733.292479,107351488.04356322,9.22462
24,24.0,33709083.689559445,1679627733.292479,107351488.04356322,9.22462
25,25.0,33705109.20314148,1679627733.292479,107351488.04356322,9.22462
26,26.0,33704523.752341144,1679627733.292479,107351488.04356322,9.22462
27,27.0,33726550.21813595,1679627733.292479,107363637.59656447,9.23838
28,28.0,33726550.21813595,1679627733.292479,107383807.17293485,9.23838
29,29.0,33726550.21813595,1679627733.292479,107386604.96044913,9.23838
30,30.0,33726550.21813595,1679627733.292479,107371620.96784222,9.23838
31,31.0,33726550.21813595,1679627733.292479,107359945.31432472,9.23838
32,32.0,33726550.21813595,1679652351.5097072,107419819.45603992,9.23838
33,33.0,33726550.21813595,1679668757.0280988,107419819.45603992,9.23838
34,34.0,33726550.21813595,1679667148.4215906,107419819.45603992,9.23838
35,35.0,33726550.21813595,1679657461.40526,107419819.45603992,9.23838
