,gen,pA,pB,pD,error
0,NA,79.90417226404071,0.3848981853189681,14599984.058143107,10000000000.0
1,1.0,79.90417226404071,0.3848981853189681,14617126.61662516,10000000000.0
2,2.0,79.90417226404071,0.3848981853189681,14619763.38373352,10000000000.0
3,3.0,79.90417226404071,0.3848981853189681,14623679.780043805,10000000000.0
4,4.0,79.90417226404071,0.3848981853189681,14620006.34464029,10000000000.0
5,5.0,79.90417226404071,0.3848981853189681,14616471.455605162,10000000000.0
6,6.0,79.90417226404071,-18204.83865389576,14676345.59732036,-1.0
7,7.0,79.90417226404071,-34925.77779268002,14676345.59732036,-1.0
8,8.0,79.90417226404071,1157.6511312347502,14676345.59732036,-1.0
9,9.0,79.90417226404071,33006.88430951623,14676345.59732036,-1.0
10,10.0,79.90417226404071,24016.958256886734,14676345.59732036,-1.0
11,11.0,9.422788529107379,186771.74967589066,14676345.59732036,-1.0
12,12.0,4831.996662592719,186771.74967589066,14676345.59732036,-1.0
13,13.0,10031.978320052207,186771.74967589066,14676345.59732036,-1.0
14,14.0,3485.2658453957556,186771.74967589066,14676345.59732036,-1.0
15,15.0,7648.671444559077,186771.74967589066,14676345.59732036,-1.0
16,16.0,29675.137239365795,156229.68668287186,14676345.59732036,78.39632
17,17.0,29675.137239365795,318984.47810187575,14676345.59732036,76.48633
18,18.0,51701.60303417251,318984.47810187575,14676345.59732036,47.88578
19,19.0,73728.06882897923,318984.47810187575,14676345.59732036,37.5257
20,20.0,73728.06882897923,481739.26952087966,14676345.59732036,19.21754
21,21.0,95754.53462378595,481739.26952087966,14676345.59732036,18.95979
22,22.0,95754.53462378595,527602.9819499206,14676345.59732036,18.95979
23,23.0,95754.53462378595,439502.471151518,14676345.59732036,18.95979
24,24.0,95754.53462378595,455789.8063381758,14676345.59732036,18.95979
25,25.0,95754.53462378595,618544.5977571798,14676345.59732036,14.47314
26,26.0,117781.00041859267,618544.5977571798,14676345.59732036,11.49832
27,27.0,108965.19847905399,618544.5977571798,14676345.59732036,11.49832
28,28.0,107702.59786481256,618544.5977571798,14676345.59732036,11.49832
29,29.0,107480.9370760848,618544.5977571798,14676345.59732036,11.49832
30,30.0,106394.84989062548,618544.5977571798,14676345.59732036,11.49832
31,31.0,100664.4791996089,618544.5977571798,14676345.59732036,11.49832
32,32.0,122690.94499441562,618544.5977571798,14736219.739035556,13.03949
33,33.0,144717.41078922234,618544.5977571798,14736219.739035556,9.98987
34,34.0,144717.41078922234,781299.3891761836,14736219.739035556,6.60358
35,35.0,144717.41078922234,781299.3891761836,14756003.008202814,6.60358
36,36.0,144717.41078922234,781299.3891761836,14765980.781819858,6.60358
37,37.0,144717.41078922234,781299.3891761836,14737006.419140037,6.60358
38,38.0,144717.41078922234,781299.3891761836,14749320.599334799,6.60358
39,39.0,144717.41078922234,781299.3891761836,14750802.845809514,6.60358
40,40.0,144717.41078922234,768414.6935421572,14810676.98752471,19.50204
41,41.0,144717.41078922234,931169.4849611612,14810676.98752471,14.08396
42,42.0,144717.41078922234,931169.4849611612,14811787.501865817,14.08396
43,43.0,144717.41078922234,931169.4849611612,14816155.654097384,14.08396
44,44.0,144717.41078922234,931169.4849611612,14815397.180454573,14.08396
45,45.0,144717.41078922234,931169.4849611612,14810598.32478572,14.08396
46,46.0,144717.41078922234,931169.4849611612,14822488.756391883,14.08396
47,47.0,144717.41078922234,931169.4849611612,14882362.89810708,13.41364
48,48.0,144717.41078922234,1093924.276380165,14882362.89810708,12.40414
49,49.0,144717.41078922234,1093924.276380165,14863589.229485415,12.40414
50,50.0,144717.41078922234,1093924.276380165,14923463.371200612,11.17777
51,51.0,144717.41078922234,1093924.276380165,14936853.001656681,11.17777
52,52.0,144717.41078922234,1093924.276380165,14917524.76241965,11.17777
53,53.0,144717.41078922234,1093924.276380165,14977398.904134847,10.841
54,54.0,144717.41078922234,1093924.276380165,14986001.459910572,10.841
