,gen,pA,pB,pD,error
0,NA,5024.168392966919,2.760202935875362,68656790085.70743,10000000000.0
1,1.0,27050.634187773638,2.760202935875362,68656790085.70743,162.0419
2,2.0,27050.634187773638,-45649.528495331906,68656790085.70743,162.0419
3,3.0,27050.634187773638,-52204.862467126324,68656790085.70743,162.0419
4,4.0,27050.634187773638,-84881.80987413655,68656790085.70743,162.0419
5,5.0,27050.634187773638,-80826.15446016265,68656790085.70743,162.0419
6,6.0,27050.634187773638,-140556.87456778222,68656790085.70743,162.0419
7,7.0,49077.09998258036,22197.9168512217,68656790085.70743,119.98518
8,8.0,49077.09998258036,30568.90649285058,68656790085.70743,119.98518
9,9.0,49077.09998258036,62325.30081211796,68656790085.70743,119.98518
10,10.0,49077.09998258036,107437.56004567922,68656790085.70743,119.98518
11,11.0,49077.09998258036,157129.76826701622,68656790085.70743,119.98518
12,12.0,49077.09998258036,177866.467230084,68656790085.70743,119.98518
13,13.0,49077.09998258036,340621.2586490879,68656790085.70743,95.13342
14,14.0,49077.09998258036,340621.2586490879,68656789436.13688,95.13342
15,15.0,49077.09998258036,340621.2586490879,68656798774.4469,95.13342
16,16.0,49077.09998258036,340621.2586490879,68656801157.48358,95.13342
17,17.0,49077.09998258036,340621.2586490879,68656803482.621,95.13342
18,18.0,49077.09998258036,340621.2586490879,68656805163.758156,95.13342
19,19.0,49077.09998258036,317353.06953423924,68656865037.89987,95.13342
20,20.0,49077.09998258036,480107.86095324316,68656865037.89987,92.40699
21,21.0,49077.09998258036,480107.86095324316,68656861212.97518,92.40699
22,22.0,49077.09998258036,480107.86095324316,68656860442.50153,92.40699
23,23.0,49077.09998258036,480107.86095324316,68656859016.35974,92.40699
24,24.0,49077.09998258036,480107.86095324316,68656849013.761284,92.40699
25,25.0,49077.09998258036,480107.86095324316,68656847817.456314,92.40699
26,26.0,54074.302405539995,480107.86095324316,68656907691.59803,92.40699
27,27.0,59545.17177617104,480107.86095324316,68656907691.59803,92.40699
28,28.0,55948.86166773776,480107.86095324316,68656907691.59803,92.40699
29,29.0,52944.04689671552,480107.86095324316,68656907691.59803,92.40699
30,30.0,54684.88877542333,480107.86095324316,68656907691.59803,92.40699
31,31.0,76711.35457023005,480107.86095324316,68656915843.00041,92.89249
32,32.0,76711.35457023005,480107.86095324316,68656889993.46195,92.89249
33,33.0,76711.35457023005,480107.86095324316,68656886408.61868,92.89249
34,34.0,76711.35457023005,480107.86095324316,68656887834.00192,92.89249
35,35.0,76711.35457023005,480107.86095324316,68656888973.61243,92.89249
36,36.0,76711.35457023005,480107.86095324316,68656860716.652954,92.89249
37,37.0,76711.35457023005,480107.86095324316,68656862448.85276,92.89249
38,38.0,76711.35457023005,480107.86095324316,68656857182.2972,92.89249
39,39.0,76711.35457023005,480107.86095324316,68656872596.79985,92.89249
40,40.0,76711.35457023005,480107.86095324316,68656869221.83405,92.89249
41,41.0,76711.35457023005,642862.6523722471,68656929095.97577,55.53858
