,gen,pA,pB,pD,error
0,NA,292864885.5904153,138392.5231042156,1568.1279111640638,10000000000.0
1,1.0,292886912.0562101,138392.5231042156,1568.1279111640638,9.42435
2,2.0,292886912.0562101,138392.5231042156,61442.26962636188,9.42076
3,3.0,292884905.0402123,138392.5231042156,61442.26962636188,9.42076
4,4.0,292884913.11213225,138392.5231042156,61442.26962636188,9.42076
5,5.0,292882988.5828237,138392.5231042156,61442.26962636188,9.42076
6,6.0,292879456.4740438,138392.5231042156,61442.26962636188,9.42076
7,7.0,292875622.8767294,138392.5231042156,61442.26962636188,9.42076
8,8.0,292897649.34252423,175928.07623838529,61442.26962636188,9.42098
9,9.0,292897649.34252423,203459.8406174893,61442.26962636188,9.42098
10,10.0,292897649.34252423,190776.37294429095,61442.26962636188,9.42098
11,11.0,292897649.34252423,173980.82507161997,61442.26962636188,9.42098
12,12.0,292897649.34252423,183056.59137807734,61442.26962636188,9.42098
13,13.0,292919675.80831903,345811.38279708126,61442.26962636188,9.42123
14,14.0,292919675.80831903,345811.38279708126,56963.31313892643,9.42123
15,15.0,292919675.80831903,345811.38279708126,67223.37328946652,9.42123
16,16.0,292919675.80831903,345811.38279708126,60164.814917932024,9.42123
17,17.0,292919675.80831903,345811.38279708126,54740.80626382937,9.42123
18,18.0,292919675.80831903,345811.38279708126,62524.56634151135,9.42123
19,19.0,292919675.80831903,345811.38279708126,182272.849771907,9.4231
20,20.0,292919675.80831903,508566.1742160852,182272.849771907,9.42165
21,21.0,292919675.80831903,508566.1742160852,184590.50972469698,9.42165
22,22.0,292919675.80831903,508566.1742160852,188084.3917225782,9.42165
23,23.0,292919675.80831903,508566.1742160852,200665.87856860377,9.42165
24,24.0,292919675.80831903,508566.1742160852,192946.97862414847,9.42165
25,25.0,292919675.80831903,508566.1742160852,211678.61362939404,9.42165
26,26.0,292925347.3539423,508566.1742160852,271552.75534459186,9.42187
27,27.0,292923002.93703914,508566.1742160852,271552.75534459186,9.42187
28,28.0,292929281.86615056,508566.1742160852,271552.75534459186,9.42187
29,29.0,292924271.3436074,508566.1742160852,271552.75534459186,9.42187
30,30.0,292925439.8988052,508566.1742160852,271552.75534459186,9.42187
