,gen,pA,pB,pD,error
0,NA,3210625.189532152,740.3261022184221,634015.7019088017,10000000000.0
1,1.0,3210625.189532152,740.3261022184221,693889.8436239995,9.33409
2,2.0,3210625.189532152,163495.11752122233,693889.8436239995,9.2947
3,3.0,3232651.6553269587,163495.11752122233,693889.8436239995,9.28302
4,4.0,3232651.6553269587,167257.588082482,693889.8436239995,9.28302
5,5.0,3232651.6553269587,180992.8875247567,693889.8436239995,9.28302
6,6.0,3232651.6553269587,343747.6789437606,693889.8436239995,9.27569
7,7.0,3232651.6553269587,343747.6789437606,753763.9853391973,9.24448
8,8.0,3234388.8789259368,343747.6789437606,753763.9853391973,9.24448
9,9.0,3234723.1333087436,343747.6789437606,753763.9853391973,9.24448
10,10.0,3235545.436348808,343747.6789437606,753763.9853391973,9.24448
11,11.0,3230650.039350119,343747.6789437606,753763.9853391973,9.24448
12,12.0,3241030.288411299,343747.6789437606,753763.9853391973,9.24448
13,13.0,3242661.6911944947,343747.6789437606,753763.9853391973,9.28215
14,14.0,3246474.043569843,343747.6789437606,753763.9853391973,9.28215
15,15.0,3249749.9620355833,343747.6789437606,753763.9853391973,9.28215
16,16.0,3253524.9396779537,343747.6789437606,753763.9853391973,9.28215
17,17.0,3275551.4054727606,343747.6789437606,753763.9853391973,9.25893
18,18.0,3297577.8712675674,343747.6789437606,753763.9853391973,9.24815
19,19.0,3301349.6219132855,343747.6789437606,753763.9853391973,9.24815
20,20.0,3298873.5513860537,343747.6789437606,753763.9853391973,9.24815
21,21.0,3295391.027624197,343747.6789437606,753763.9853391973,9.24815
22,22.0,3291427.186769003,343747.6789437606,753763.9853391973,9.24815
23,23.0,3293146.873807314,343747.6789437606,753763.9853391973,9.24815
24,24.0,3315173.3396021207,506502.4703627645,753763.9853391973,9.28809
25,25.0,3315173.3396021207,669257.2617817684,753763.9853391973,9.24071
26,26.0,3315173.3396021207,832012.0532007723,753763.9853391973,9.21129
27,27.0,3315173.3396021207,802530.7426282646,753763.9853391973,9.21129
28,28.0,3315173.3396021207,965285.5340472686,753763.9853391973,9.19724
29,29.0,3315173.3396021207,965285.5340472686,813638.1270543952,9.15495
30,30.0,3315173.3396021207,914999.1161232716,813638.1270543952,9.15495
31,31.0,3315173.3396021207,913741.1677108883,813638.1270543952,9.15495
32,32.0,3315173.3396021207,911709.9328430474,813638.1270543952,9.15495
33,33.0,3315173.3396021207,916971.0229800586,813638.1270543952,9.15495
34,34.0,3315173.3396021207,890886.4875906734,813638.1270543952,9.15495
35,35.0,3337199.8053969275,1053641.2790096772,813638.1270543952,9.15577
36,36.0,3337199.8053969275,1053641.2790096772,823290.3275611084,9.15577
37,37.0,3337199.8053969275,1053641.2790096772,847240.5038657923,9.15577
