,gen,pA,pB,pD,error
0,NA,6965050596.364416,433.93413639590347,336709434.4613505,10000000000.0
1,1.0,6965050596.364416,433.93413639590347,336769308.60306567,9.398
2,2.0,6965050596.364416,163188.7255553998,336769308.60306567,9.39748
3,3.0,6965050596.364416,194874.250737046,336769308.60306567,9.39748
4,4.0,6965050596.364416,154551.00334625383,336769308.60306567,9.39748
5,5.0,6965050596.364416,161052.72708301994,336769308.60306567,9.39748
6,6.0,6965050596.364416,186700.668220508,336769308.60306567,9.39748
7,7.0,6965050596.364416,190037.0867487468,336769308.60306567,9.39748
8,8.0,6965050596.364416,515546.66958675464,336769308.60306567,9.40368
9,9.0,6965048853.371554,515546.66958675464,336769308.60306567,9.40368
10,10.0,6965043005.59811,515546.66958675464,336769308.60306567,9.40368
11,11.0,6965039153.568841,515546.66958675464,336769308.60306567,9.40368
12,12.0,6965041939.855941,515546.66958675464,336769308.60306567,9.40368
13,13.0,6965043042.360302,515546.66958675464,336769308.60306567,9.40368
14,14.0,6965039573.09021,515546.66958675464,336769308.60306567,9.40368
15,15.0,6965043424.112033,515546.66958675464,336769308.60306567,9.40368
16,16.0,6965046656.135257,515546.66958675464,336769308.60306567,9.40368
17,17.0,6965046282.329426,515546.66958675464,336769308.60306567,9.40368
18,18.0,6965049403.745495,515546.66958675464,336769308.60306567,9.40368
19,19.0,6965071430.211289,678301.4610057585,336769308.60306567,9.3948
20,20.0,6965071415.437924,678301.4610057585,336769308.60306567,9.3948
21,21.0,6965071133.321117,678301.4610057585,336769308.60306567,9.3948
22,22.0,6965072645.280301,678301.4610057585,336769308.60306567,9.3948
23,23.0,6965077761.517124,678301.4610057585,336769308.60306567,9.3948
24,24.0,6965077703.467089,678301.4610057585,336769308.60306567,9.3948
25,25.0,6965099729.932883,678301.4610057585,336775674.53440106,9.3948
26,26.0,6965099729.932883,678301.4610057585,336793564.8328288,9.3948
27,27.0,6965099729.932883,678301.4610057585,336790050.7843594,9.3948
28,28.0,6965099729.932883,678301.4610057585,336783267.2753701,9.3948
29,29.0,6965099729.932883,678301.4610057585,336763236.3351541,9.3948
30,30.0,6965099729.932883,678301.4610057585,336747964.733053,9.3948
31,31.0,6965099729.932883,678301.4610057585,336747166.54092515,9.3948
32,32.0,6965099729.932883,678301.4610057585,336743562.63110715,9.3948
33,33.0,6965099729.932883,678301.4610057585,336758428.79933393,9.3948
34,34.0,6965099729.932883,678301.4610057585,336764488.6381406,9.3948
35,35.0,6965100568.090395,678301.4610057585,336824362.7798558,9.3948
36,36.0,6965105591.216564,678301.4610057585,336824362.7798558,9.3948
37,37.0,6965105910.988168,678301.4610057585,336824362.7798558,9.3948
38,38.0,6965116365.995381,678301.4610057585,336824362.7798558,9.3948
39,39.0,6965105415.024115,678301.4610057585,336824362.7798558,9.3948
40,40.0,6965127441.489909,680483.9818849518,336824362.7798558,9.3948
41,41.0,6965127441.489909,752028.2646261255,336824362.7798558,9.3948
42,42.0,6965127441.489909,716337.005551034,336824362.7798558,9.3948
43,43.0,6965127441.489909,729680.9079882493,336824362.7798558,9.3948
44,44.0,6965127441.489909,670841.8029565588,336824362.7798558,9.3948
45,45.0,6965127441.489909,733508.7183142302,336824362.7798558,9.39794
46,46.0,6965127441.489909,735628.7922252301,336824362.7798558,9.39794
47,47.0,6965127441.489909,739261.0961893772,336824362.7798558,9.39794
