,gen,pA,pB,pD,error
0,NA,5876432196.396547,1586.0004767689484,4598.099588873249,10000000000.0
1,1.0,5876454222.862342,1586.0004767689484,4598.099588873249,9.42612
2,2.0,5876451782.503669,1586.0004767689484,4598.099588873249,9.42612
3,3.0,5876449215.83865,1586.0004767689484,4598.099588873249,9.42612
4,4.0,5876457192.15319,1586.0004767689484,4598.099588873249,9.42612
5,5.0,5876470052.800777,1586.0004767689484,4598.099588873249,9.42612
6,6.0,5876459728.760045,1586.0004767689484,4598.099588873249,9.42612
7,7.0,5876454770.178609,1586.0004767689484,4598.099588873249,9.42612
8,8.0,5876451320.32901,1586.0004767689484,4598.099588873249,9.42612
9,9.0,5876452005.729378,1586.0004767689484,4598.099588873249,9.42612
10,10.0,5876444739.682178,1586.0004767689484,4598.099588873249,9.42612
11,11.0,5876444953.667496,1586.0004767689484,4598.099588873249,9.42612
12,12.0,5876466980.13329,13955.609400926565,4598.099588873249,9.42612
13,13.0,5876466980.13329,1404.8572186300298,4598.099588873249,9.42612
14,14.0,5876466980.13329,22169.86601699354,4598.099588873249,9.42612
15,15.0,5876466980.13329,4824.647039362921,4598.099588873249,9.42612
16,16.0,5876466980.13329,-21735.99376361418,4598.099588873249,9.42612
17,17.0,5876466980.13329,141018.79765538973,3202.5625187521555,9.42726
18,18.0,5876466980.13329,141018.79765538973,-6610.5476211456,9.42726
19,19.0,5876466980.13329,141018.79765538973,-31750.870238891246,9.42726
20,20.0,5876466980.13329,141018.79765538973,-28882.44928078301,9.42726
21,21.0,5876466980.13329,141018.79765538973,-31717.43378781863,9.42726
22,22.0,5876466984.510628,141018.79765538973,28156.707927379186,9.42726
23,23.0,5876471417.84071,141018.79765538973,28156.707927379186,9.42726
24,24.0,5876461832.736593,141018.79765538973,28156.707927379186,9.42726
25,25.0,5876470114.335451,141018.79765538973,28156.707927379186,9.42726
26,26.0,5876472339.510595,141018.79765538973,28156.707927379186,9.42726
27,27.0,5876474134.401328,141018.79765538973,28156.707927379186,9.42726
28,28.0,5876479457.285886,141018.79765538973,28156.707927379186,9.42726
29,29.0,5876481329.913654,141018.79765538973,28156.707927379186,9.42726
30,30.0,5876473018.808325,141018.79765538973,28156.707927379186,9.42726
31,31.0,5876476843.339713,141018.79765538973,28156.707927379186,9.42726
32,32.0,5876477486.13045,141018.79765538973,28156.707927379186,9.42726
33,33.0,5876482308.679019,141018.79765538973,28156.707927379186,9.42726
34,34.0,5876479336.725509,141018.79765538973,28156.707927379186,9.42726
35,35.0,5876478538.856749,141018.79765538973,28156.707927379186,9.42726
36,36.0,5876478163.962578,141018.79765538973,28156.707927379186,9.42726
37,37.0,5876500190.428372,141018.79765538973,88030.849642577,9.42558
38,38.0,5876500190.428372,303773.5890743936,88030.849642577,9.42477
39,39.0,5876493489.541652,303773.5890743936,88030.849642577,9.42477
40,40.0,5876493599.707114,303773.5890743936,88030.849642577,9.42477
41,41.0,5876494893.1511,303773.5890743936,88030.849642577,9.42477
42,42.0,5876497966.477951,303773.5890743936,88030.849642577,9.42477
43,43.0,5876494905.788839,303773.5890743936,88030.849642577,9.42477
44,44.0,5876516932.254634,365287.4177575565,88030.849642577,9.42477
45,45.0,5876516932.254634,362221.66736230504,88030.849642577,9.42477
46,46.0,5876516932.254634,342963.5800533435,88030.849642577,9.42477
47,47.0,5876516932.254634,340454.23003507307,88030.849642577,9.42477
48,48.0,5876516932.254634,308280.7018024702,88030.849642577,9.42477
49,49.0,5876516932.254634,471035.4932214741,106437.36198078156,9.42477
50,50.0,5876516932.254634,471035.4932214741,115005.97884514926,9.42477
51,51.0,5876516932.254634,471035.4932214741,112285.98527496646,9.42477
52,52.0,5876516932.254634,471035.4932214741,105735.64031180272,9.42477
53,53.0,5876516932.254634,471035.4932214741,91344.87595311333,9.42477
54,54.0,5876516932.254634,633790.284640478,151219.01766831113,9.42455
55,55.0,5876516932.254634,633790.284640478,162081.86797268153,9.42455
56,56.0,5876516932.254634,633790.284640478,165421.1358879981,9.42455
57,57.0,5876516932.254634,633790.284640478,155897.39021629293,9.42455
58,58.0,5876516932.254634,633790.284640478,156475.48128193806,9.42455
59,59.0,5876516932.254634,633790.284640478,132678.63542426433,9.42455
60,60.0,5876516932.254634,610280.597253049,192552.77713946215,9.42776
61,61.0,5876516932.254634,625200.7580061927,192552.77713946215,9.42776
62,62.0,5876516932.254634,612443.6562592203,192552.77713946215,9.42776
63,63.0,5876516932.254634,628393.0432255885,192552.77713946215,9.42776
64,64.0,5876516932.254634,647649.2638353355,192552.77713946215,9.42776
65,65.0,5876513284.334738,810404.0552543395,192552.77713946215,9.42776
66,66.0,5876509541.962586,810404.0552543395,192552.77713946215,9.42776
67,67.0,5876510216.193091,810404.0552543395,192552.77713946215,9.42776
68,68.0,5876504005.784165,810404.0552543395,192552.77713946215,9.42776
69,69.0,5876505513.901031,810404.0552543395,192552.77713946215,9.42776
70,70.0,5876527540.366825,810404.0552543395,252426.91885465998,9.42231
71,71.0,5876527540.366825,810404.0552543395,271802.2153316577,9.42231
72,72.0,5876527540.366825,810404.0552543395,276635.97639406077,9.42231
73,73.0,5876527540.366825,810404.0552543395,274277.9685807077,9.42231
74,74.0,5876527540.366825,810404.0552543395,279391.64717110444,9.42231
75,75.0,5876527540.366825,810404.0552543395,284508.38576493034,9.42231
76,76.0,5876527540.366825,810404.0552543395,404256.669195326,9.4243
77,77.0,5876527540.366825,810404.0552543395,464130.8109105238,9.42301
78,78.0,5876527540.366825,810404.0552543395,454417.10892003326,9.42301
79,79.0,5876527540.366825,810404.0552543395,459670.6950827544,9.42301
80,80.0,5876527540.366825,810404.0552543395,453594.78860271064,9.42301
81,81.0,5876527540.366825,810404.0552543395,467417.42732538196,9.42301
82,82.0,5876527540.366825,810404.0552543395,483231.0851816002,9.42301
83,83.0,5876518625.736876,810404.0552543395,543105.226896798,9.4233
84,84.0,5876518938.736311,810404.0552543395,543105.226896798,9.4233
85,85.0,5876519137.96629,810404.0552543395,543105.226896798,9.4233
86,86.0,5876518710.3633585,810404.0552543395,543105.226896798,9.4233
87,87.0,5876519668.222374,810404.0552543395,543105.226896798,9.4233
88,88.0,5876519903.666421,810404.0552543395,543105.226896798,9.4233
89,89.0,5876527153.230953,810404.0552543395,543105.226896798,9.4233
90,90.0,5876528937.765462,810404.0552543395,543105.226896798,9.4233
91,91.0,5876526634.26917,810404.0552543395,543105.226896798,9.4233
92,92.0,5876534368.1476345,810404.0552543395,543105.226896798,9.4233
93,93.0,5876556394.613429,973158.8466733433,543105.226896798,9.42162
94,94.0,5876556394.613429,973158.8466733433,525026.9893567143,9.42162
95,95.0,5876556394.613429,973158.8466733433,518933.39083550253,9.42162
96,96.0,5876556394.613429,973158.8466733433,517941.8702102272,9.42162
97,97.0,5876556394.613429,973158.8466733433,497979.81986431556,9.42162
98,98.0,5876556394.613429,973158.8466733433,501961.64515900624,9.42162
99,99.0,5876556459.842816,973158.8466733433,561835.7868742041,9.42162
100,100.0,5876554280.858398,973158.8466733433,561835.7868742041,9.42162
101,101.0,5876562831.30184,973158.8466733433,561835.7868742041,9.42162
102,102.0,5876563532.177734,973158.8466733433,561835.7868742041,9.42162
103,103.0,5876567510.138875,973158.8466733433,561835.7868742041,9.42162
104,104.0,5876576616.678773,973158.8466733433,561835.7868742041,9.42162
105,105.0,5876577140.0640745,973158.8466733433,561835.7868742041,9.42162
106,106.0,5876576388.339811,973158.8466733433,561835.7868742041,9.42162
107,107.0,5876573214.658646,973158.8466733433,561835.7868742041,9.42162
108,108.0,5876573898.77761,973158.8466733433,561835.7868742041,9.42162
109,109.0,5876569399.53998,973158.8466733433,561835.7868742041,9.42162
110,110.0,5876573492.545074,973158.8466733433,561835.7868742041,9.42162
111,111.0,5876575883.899571,973158.8466733433,561835.7868742041,9.42162
112,112.0,5876577354.265635,973158.8466733433,561835.7868742041,9.42162
113,113.0,5876581526.684993,973158.8466733433,561835.7868742041,9.42162
114,114.0,5876571287.900305,973158.8466733433,561835.7868742041,9.42162
115,115.0,5876565157.704362,973158.8466733433,561835.7868742041,9.42162
116,116.0,5876561842.9079275,973158.8466733433,561835.7868742041,9.42162
117,117.0,5876559401.90462,973158.8466733433,561835.7868742041,9.42162
118,118.0,5876557253.473984,973158.8466733433,561835.7868742041,9.42162
119,119.0,5876558815.363946,973158.8466733433,561835.7868742041,9.42162
120,120.0,5876555013.954123,973158.8466733433,561835.7868742041,9.42162
121,121.0,5876559859.998031,973158.8466733433,561835.7868742041,9.42162
122,122.0,5876557954.175265,973158.8466733433,561835.7868742041,9.42162
123,123.0,5876558121.640521,973158.8466733433,561835.7868742041,9.42162
124,124.0,5876580148.106316,973158.8466733433,567671.1729019248,9.42162
125,125.0,5876580148.106316,973158.8466733433,562454.0568602583,9.42162
126,126.0,5876580148.106316,973158.8466733433,560445.0479239743,9.42162
127,127.0,5876580148.106316,973158.8466733433,576858.9543317701,9.42162
128,128.0,5876580148.106316,973158.8466733433,583231.6776656745,9.42162
129,129.0,5876580148.106316,934054.9740905949,643105.8193808723,9.42162
130,130.0,5876580148.106316,943065.1893980664,643105.8193808723,9.42162
131,131.0,5876580148.106316,873532.1663789336,643105.8193808723,9.42162
132,132.0,5876580148.106316,858216.9160666724,643105.8193808723,9.42162
133,133.0,5876580148.106316,896724.2743674767,643105.8193808723,9.42162
134,134.0,5876580148.106316,1059479.0657864807,623317.7484344287,9.42162
135,135.0,5876580148.106316,1059479.0657864807,622171.7439356218,9.42162
136,136.0,5876580148.106316,1059479.0657864807,614675.0026461185,9.42162
137,137.0,5876580148.106316,1059479.0657864807,588557.9677656926,9.42162
138,138.0,5876580148.106316,1059479.0657864807,596650.8447863745,9.42162
139,139.0,5876580148.106316,1222233.8572054845,656524.9865015723,9.41946
140,140.0,5876580148.106316,1384988.6486244884,656524.9865015723,9.41763
141,141.0,5876580148.106316,1341054.8688899034,656524.9865015723,9.41763
142,142.0,5876580148.106316,1374355.3933825595,656524.9865015723,9.41763
143,143.0,5876580148.106316,1430482.5203159049,656524.9865015723,9.41763
144,144.0,5876580148.106316,1495355.8930098803,656524.9865015723,9.41763
145,145.0,5876580148.106316,1467759.2441850204,656524.9865015723,9.41763
146,146.0,5876580148.106316,1630514.0356040243,657902.9592673715,9.41763
147,147.0,5876580148.106316,1630514.0356040243,650682.4362816456,9.41763
148,148.0,5876580148.106316,1630514.0356040243,670857.2781747193,9.41763
