,gen,pA,pB,pD,error
0,NA,10.80270526754348,0.17577316206302154,61.39694025038982,10000000000.0
1,1.0,10.80270526754348,0.17577316206302154,-4519.476696430939,10000000000.0
2,2.0,10.80270526754348,0.17577316206302154,-13132.126864872596,10000000000.0
3,3.0,10.80270526754348,0.17577316206302154,4368.445496765518,10000000000.0
4,4.0,10.80270526754348,0.17577316206302154,-7309.017756704781,10000000000.0
5,5.0,10.80270526754348,0.17577316206302154,-19912.68492876725,10000000000.0
6,6.0,10.80270526754348,0.17577316206302154,-33789.44837436198,-1.0
7,7.0,10.80270526754348,0.17577316206302154,-25042.72829047701,-1.0
8,8.0,10.80270526754348,0.17577316206302154,-23700.5227898464,-1.0
9,9.0,10.80270526754348,0.17577316206302154,-26447.320518675166,-1.0
10,10.0,10.80270526754348,0.17577316206302154,-24480.927054318458,-1.0
11,11.0,10.80270526754348,991.7697090312785,35393.214660879356,-1.0
12,12.0,10.80270526754348,399.21323870520416,35393.214660879356,-1.0
13,13.0,10.80270526754348,-3857.8772355381043,35393.214660879356,-1.0
14,14.0,10.80270526754348,3838.3775350308333,35393.214660879356,-1.0
15,15.0,10.80270526754348,-7046.624592081222,35393.214660879356,-1.0
16,16.0,10.80270526754348,35458.738370771345,35393.214660879356,-1.0
17,17.0,10.80270526754348,35210.075998072556,35393.214660879356,-1.0
18,18.0,10.80270526754348,24820.89797223889,35393.214660879356,-1.0
19,19.0,10.80270526754348,38914.52840038281,35393.214660879356,-1.0
20,20.0,10.80270526754348,59634.26173751528,35393.214660879356,-1.0
21,21.0,10.80270526754348,222389.0531565192,22636.850480506306,-1.0
22,22.0,10.80270526754348,222389.0531565192,2780.0262876917805,-1.0
23,23.0,10.80270526754348,222389.0531565192,12550.595045665039,-1.0
24,24.0,10.80270526754348,222389.0531565192,6123.60738678254,-1.0
25,25.0,10.80270526754348,222389.0531565192,9862.214046321238,-1.0
26,26.0,10.80270526754348,271859.48340280395,69736.35576151905,-1.0
27,27.0,10.80270526754348,304002.16274339525,69736.35576151905,-1.0
28,28.0,10.80270526754348,237654.73360813444,69736.35576151905,-1.0
29,29.0,10.80270526754348,245084.72488133993,69736.35576151905,-1.0
30,30.0,10.80270526754348,210762.49598275355,69736.35576151905,-1.0
31,31.0,-1193.9060519117793,373517.28740175744,69736.35576151905,-1.0
32,32.0,-766.2974877331815,373517.28740175744,69736.35576151905,-1.0
