,gen,pA,pB,pD,error
0,NA,142094655387.75217,4549000747.821464,1387.9695124114373,10000000000.0
1,1.0,142094655387.75217,4549163502.612883,1387.9695124114373,9.4106
2,2.0,142094655387.75217,4549163502.612883,-8474.74165478792,9.4106
3,3.0,142094655387.75217,4549163502.612883,-15989.411156224516,9.4106
4,4.0,142094655387.75217,4549163502.612883,-31269.851480634694,9.4106
5,5.0,142094655387.75217,4549163502.612883,-31444.05015883078,9.4106
6,6.0,142094655387.75217,4549163502.612883,-51546.56757501928,9.4106
7,7.0,142094655387.75217,4549172226.186528,8327.574140178534,9.4106
8,8.0,142094655387.75217,4549241595.619892,8327.574140178534,9.4106
9,9.0,142094655387.75217,4549223632.938086,8327.574140178534,9.4106
10,10.0,142094655387.75217,4549240055.364784,8327.574140178534,9.4106
11,11.0,142094655387.75217,4549198044.75135,8327.574140178534,9.4106
12,12.0,142094655387.75217,4549227282.371976,8327.574140178534,9.4106
13,13.0,142094655387.75217,4549171514.228396,8327.574140178534,9.4106
14,14.0,142094655387.75217,4549106506.229513,8327.574140178534,9.4106
15,15.0,142094655387.75217,4549116268.498791,8327.574140178534,9.4106
16,16.0,142094655387.75217,4549160356.224099,8327.574140178534,9.4106
17,17.0,142094655387.75217,4549323111.015518,15179.524065945792,9.4106
18,18.0,142094655387.75217,4549323111.015518,19076.32279603521,9.4106
19,19.0,142094655387.75217,4549323111.015518,33992.68426514515,9.4106
20,20.0,142094655387.75217,4549323111.015518,12443.649333379894,9.4106
21,21.0,142094655387.75217,4549323111.015518,3283.832583617641,9.4106
22,22.0,142094655387.75217,4549314163.743131,63157.97429881546,9.4106
23,23.0,142094655387.75217,4549276482.69457,63157.97429881546,9.4106
24,24.0,142094655387.75217,4549293837.96691,63157.97429881546,9.4106
25,25.0,142094655387.75217,4549251039.090847,63157.97429881546,9.4106
26,26.0,142094655387.75217,4549226988.438628,63157.97429881546,9.4106
27,27.0,142094655387.75217,4549242552.22343,63157.97429881546,9.4106
28,28.0,142094655387.75217,4549260032.831694,63157.97429881546,9.4106
29,29.0,142094655387.75217,4549222894.975093,63157.97429881546,9.4106
30,30.0,142094655387.75217,4549305865.663215,63157.97429881546,9.4106
31,31.0,142094655387.75217,4549274084.521235,63157.97429881546,9.4106
32,32.0,142094655387.75217,4549436839.3126545,63638.20563008853,9.4106
33,33.0,142094655387.75217,4549436839.3126545,68901.90443139635,9.4106
34,34.0,142094655387.75217,4549436839.3126545,77598.58399226102,9.4106
35,35.0,142094655387.75217,4549436839.3126545,93401.10696381141,9.4106
36,36.0,142094655387.75217,4549436839.3126545,89467.45657069483,9.4106
37,37.0,142094655387.75217,4549436839.3126545,93000.60670273643,9.41297
38,38.0,142094655387.75217,4549436839.3126545,98982.13462206534,9.41297
39,39.0,142094655387.75217,4549436839.3126545,115180.84366060438,9.41297
40,40.0,142094655387.75217,4549436839.3126545,121376.95380715311,9.41297
41,41.0,142094655387.75217,4549436839.3126545,123732.66698134302,9.41297
42,42.0,142094652824.7571,4549436839.3126545,183606.80869654083,9.41297
43,43.0,142094648732.80606,4549436839.3126545,183606.80869654083,9.41297
44,44.0,142094645027.74652,4549436839.3126545,183606.80869654083,9.41297
45,45.0,142094644259.9398,4549436839.3126545,183606.80869654083,9.41297
46,46.0,142094639476.8546,4549436839.3126545,183606.80869654083,9.41297
47,47.0,142094661503.3204,4549436839.3126545,172398.08632193707,9.41297
48,48.0,142094661503.3204,4549436839.3126545,161927.0985584793,9.41297
49,49.0,142094661503.3204,4549436839.3126545,158444.9162968668,9.41297
50,50.0,142094661503.3204,4549436839.3126545,152194.19842246783,9.41297
51,51.0,142094661503.3204,4549436839.3126545,136687.38339130464,9.41297
52,52.0,142094661503.3204,4549439019.1599455,196561.52510650246,9.41297
53,53.0,142094661503.3204,4549469721.215189,196561.52510650246,9.41297
54,54.0,142094661503.3204,4549494738.827069,196561.52510650246,9.41297
55,55.0,142094661503.3204,4549443478.341522,196561.52510650246,9.41297
56,56.0,142094661503.3204,4549435648.48374,196561.52510650246,9.41297
57,57.0,142094657629.29105,4549598403.275159,196561.52510650246,9.41297
58,58.0,142094667737.28333,4549598403.275159,196561.52510650246,9.41297
59,59.0,142094662224.69464,4549598403.275159,196561.52510650246,9.41297
60,60.0,142094658777.15482,4549598403.275159,196561.52510650246,9.41297
61,61.0,142094667756.39105,4549598403.275159,196561.52510650246,9.41297
62,62.0,142094689782.85684,4549619675.594701,196561.52510650246,9.41297
63,63.0,142094689782.85684,4549590561.415738,196561.52510650246,9.41297
64,64.0,142094689782.85684,4549592422.802655,196561.52510650246,9.41297
65,65.0,142094689782.85684,4549607028.206357,196561.52510650246,9.41297
66,66.0,142094689782.85684,4549634803.809965,196561.52510650246,9.41297
67,67.0,142094694391.91263,4549797558.601384,196561.52510650246,9.41297
68,68.0,142094691265.2862,4549797558.601384,196561.52510650246,9.41297
69,69.0,142094691895.4018,4549797558.601384,196561.52510650246,9.41297
70,70.0,142094694647.92203,4549797558.601384,196561.52510650246,9.41297
71,71.0,142094698939.1615,4549797558.601384,196561.52510650246,9.41297
72,72.0,142094720965.6273,4549845002.739652,196561.52510650246,9.41297
73,73.0,142094720965.6273,4549806874.591674,196561.52510650246,9.41297
74,74.0,142094720965.6273,4549790886.168518,196561.52510650246,9.41297
75,75.0,142094720965.6273,4549802104.537022,196561.52510650246,9.41297
76,76.0,142094720965.6273,4549842233.606322,196561.52510650246,9.41297
77,77.0,142094720965.6273,4550004988.397741,183921.96257173608,9.41297
78,78.0,142094720965.6273,4550004988.397741,167030.70544887532,9.41297
79,79.0,142094720965.6273,4550004988.397741,168795.78283551027,9.41297
