,gen,pA,pB,pD,error
0,NA,230162761294.92697,65884597.63353045,108958716.58439025,10000000000.0
1,1.0,230162761294.92697,65884597.63353045,109018590.72610545,9.39828
2,2.0,230162761222.64142,65884597.63353045,109018590.72610545,9.39828
3,3.0,230162760123.4221,65884597.63353045,109018590.72610545,9.39828
4,4.0,230162758098.67047,65884597.63353045,109018590.72610545,9.39828
5,5.0,230162757321.2762,65884597.63353045,109018590.72610545,9.39828
6,6.0,230162751773.0051,65884597.63353045,109018590.72610545,9.39828
7,7.0,230162758082.56625,65884597.63353045,109018590.72610545,9.39828
8,8.0,230162757890.50345,65884597.63353045,109018590.72610545,9.39828
9,9.0,230162760832.22293,65884597.63353045,109018590.72610545,9.39828
10,10.0,230162760734.61523,65884597.63353045,109018590.72610545,9.39828
11,11.0,230162762728.7601,65884597.63353045,109018590.72610545,9.39828
12,12.0,230162784755.2259,65884597.63353045,109017219.80469647,9.39828
13,13.0,230162784755.2259,65884597.63353045,109013747.61342736,9.39828
14,14.0,230162784755.2259,65884597.63353045,108999952.23910865,9.39828
15,15.0,230162784755.2259,65884597.63353045,109010320.26127528,9.39828
16,16.0,230162784755.2259,65884597.63353045,109013269.86570634,9.39828
17,17.0,230162781341.52588,65884597.63353045,109073144.00742154,9.39828
18,18.0,230162782805.7362,65884597.63353045,109073144.00742154,9.39828
19,19.0,230162780387.04187,65884597.63353045,109073144.00742154,9.39828
20,20.0,230162783471.38275,65884597.63353045,109073144.00742154,9.39828
21,21.0,230162778234.49536,65884597.63353045,109073144.00742154,9.39828
22,22.0,230162800260.96115,65884597.63353045,109091837.04207459,9.39828
23,23.0,230162800260.96115,65884597.63353045,109093133.92126149,9.39828
24,24.0,230162800260.96115,65884597.63353045,109077040.2200974,9.39828
25,25.0,230162800260.96115,65884597.63353045,109090123.83652472,9.39828
26,26.0,230162800260.96115,65884597.63353045,109125670.80660743,9.39828
27,27.0,230162799672.91403,65884597.63353045,109185544.94832262,9.39828
28,28.0,230162804518.2834,65884597.63353045,109185544.94832262,9.39828
29,29.0,230162807901.53656,65884597.63353045,109185544.94832262,9.39828
30,30.0,230162811555.73615,65884597.63353045,109185544.94832262,9.39828
31,31.0,230162820873.96555,65884597.63353045,109185544.94832262,9.39828
32,32.0,230162819922.50458,65884597.63353045,109185544.94832262,9.39828
33,33.0,230162827288.4327,65884597.63353045,109185544.94832262,9.39828
34,34.0,230162838666.49805,65884597.63353045,109185544.94832262,9.39828
35,35.0,230162836529.38135,65884597.63353045,109185544.94832262,9.39828
36,36.0,230162839040.40436,65884597.63353045,109185544.94832262,9.39828
37,37.0,230162861066.87015,65861537.85408231,109185544.94832262,9.39828
38,38.0,230162861066.87015,65846139.88402688,109185544.94832262,9.39828
39,39.0,230162861066.87015,65822838.98024956,109185544.94832262,9.39828
40,40.0,230162861066.87015,65840712.618067525,109185544.94832262,9.39828
41,41.0,230162861066.87015,65828188.95024011,109185544.94832262,9.39828
42,42.0,230162861066.87015,65756816.293957666,109185544.94832262,9.39828
43,43.0,230162861066.87015,65803098.748994686,109185544.94832262,9.39828
44,44.0,230162861066.87015,65835851.270542815,109185544.94832262,9.39828
45,45.0,230162861066.87015,65873068.479442,109185544.94832262,9.39828
46,46.0,230162861066.87015,65892182.127584346,109185544.94832262,9.39828
47,47.0,230162861066.87015,65910158.72507452,109185544.94832262,9.39828
48,48.0,230162861066.87015,65859549.39375787,109185544.94832262,9.39828
49,49.0,230162861066.87015,65859025.573452294,109185544.94832262,9.39828
50,50.0,230162861066.87015,65937986.211010225,109185544.94832262,9.39828
51,51.0,230162861066.87015,65896696.54610092,109185544.94832262,9.39828
52,52.0,230162861066.87015,66059451.33751993,109197281.36529544,9.39828
53,53.0,230162861066.87015,66059451.33751993,109185676.29771505,9.39828
54,54.0,230162861066.87015,66059451.33751993,109172920.79137097,9.39828
55,55.0,230162861066.87015,66059451.33751993,109155969.84450364,9.39828
56,56.0,230162861066.87015,66059451.33751993,109138069.32307445,9.39828
57,57.0,230162861066.87015,65970531.978373036,109197943.46478964,9.39828
58,58.0,230162861066.87015,65959572.69550103,109197943.46478964,9.39828
59,59.0,230162861066.87015,65928038.78328425,109197943.46478964,9.39828
60,60.0,230162861066.87015,65915413.223375544,109197943.46478964,9.39828
61,61.0,230162861066.87015,65889908.50748501,109197943.46478964,9.39828
62,62.0,230162861066.87015,66052663.29890402,109206207.93136632,9.39828
63,63.0,230162861066.87015,66052663.29890402,109207257.48907435,9.39828
64,64.0,230162861066.87015,66052663.29890402,109190265.83912504,9.39828
65,65.0,230162861066.87015,66052663.29890402,109199505.7907544,9.39828
66,66.0,230162861066.87015,66052663.29890402,109207452.6574997,9.39828
67,67.0,230162861066.87015,66066888.54675193,109267326.7992149,9.39828
68,68.0,230162861066.87015,66071947.56157955,109267326.7992149,9.39828
69,69.0,230162861066.87015,66101435.087428786,109267326.7992149,9.39828
70,70.0,230162861066.87015,66130622.64427477,109267326.7992149,9.39828
71,71.0,230162861066.87015,66129967.65875022,109267326.7992149,9.39828
72,72.0,230162863311.04288,66292722.45016923,109267326.7992149,9.39828
73,73.0,230162858837.21625,66292722.45016923,109267326.7992149,9.39828
74,74.0,230162856123.9443,66292722.45016923,109267326.7992149,9.39828
75,75.0,230162857298.91895,66292722.45016923,109267326.7992149,9.39828
76,76.0,230162853649.46512,66292722.45016923,109267326.7992149,9.39828
77,77.0,230162875675.9309,66300521.794534415,109267326.7992149,9.39828
78,78.0,230162875675.9309,66315303.634205356,109267326.7992149,9.39828
79,79.0,230162875675.9309,66351106.71686081,109267326.7992149,9.39828
80,80.0,230162875675.9309,66381022.03424327,109267326.7992149,9.39828
81,81.0,230162875675.9309,66382414.128566824,109267326.7992149,9.39828
82,82.0,230162875675.9309,66545168.91998583,109276069.3448154,9.39828
83,83.0,230162875675.9309,66545168.91998583,109263331.25700195,9.39828
84,84.0,230162875675.9309,66545168.91998583,109265112.51921387,9.39828
85,85.0,230162875675.9309,66545168.91998583,109256631.9538818,9.39828
86,86.0,230162875675.9309,66545168.91998583,109250489.52381656,9.39828
87,87.0,230162877033.10623,66545168.91998583,109310363.66553175,9.39828
88,88.0,230162874423.0927,66545168.91998583,109310363.66553175,9.39828
89,89.0,230162875734.45886,66545168.91998583,109310363.66553175,9.39828
90,90.0,230162876548.49612,66545168.91998583,109310363.66553175,9.39828
91,91.0,230162886995.32693,66545168.91998583,109310363.66553175,9.39828
92,92.0,230162889571.8214,66545168.91998583,109310363.66553175,9.39828
93,93.0,230162891097.60385,66545168.91998583,109310363.66553175,9.39828
94,94.0,230162894111.57568,66545168.91998583,109310363.66553175,9.39828
95,95.0,230162895841.5294,66545168.91998583,109310363.66553175,9.39828
96,96.0,230162896281.7821,66545168.91998583,109310363.66553175,9.39828
97,97.0,230162918308.2479,66536070.410406515,109310363.66553175,9.39828
98,98.0,230162918308.2479,66532830.83135384,109310363.66553175,9.39828
99,99.0,230162918308.2479,66574767.91558932,109310363.66553175,9.39828
100,100.0,230162918308.2479,66621136.210127294,109310363.66553175,9.39828
101,101.0,230162918308.2479,66566486.27148495,109310363.66553175,9.39828
102,102.0,230162908516.90155,66729241.062903956,109310363.66553175,9.39828
103,103.0,230162897986.51974,66729241.062903956,109310363.66553175,9.39828
104,104.0,230162903057.90363,66729241.062903956,109310363.66553175,9.39828
105,105.0,230162901994.70346,66729241.062903956,109310363.66553175,9.39828
106,106.0,230162893761.66635,66729241.062903956,109310363.66553175,9.39828
107,107.0,230162915788.13214,66706860.13784951,109310363.66553175,9.39828
108,108.0,230162915788.13214,66724300.505192325,109310363.66553175,9.39828
109,109.0,230162915788.13214,66722668.81522417,109310363.66553175,9.39828
110,110.0,230162915788.13214,66739906.92894051,109310363.66553175,9.39828
111,111.0,230162915788.13214,66724507.65185495,109310363.66553175,9.39828
112,112.0,230162915788.13214,66887262.443273954,109312281.96370059,9.40013
113,113.0,230162915788.13214,66887262.443273954,109321397.16169794,9.40013
114,114.0,230162915788.13214,66887262.443273954,109328415.87201165,9.40013
115,115.0,230162915788.13214,66887262.443273954,109330928.49642271,9.40013
116,116.0,230162915788.13214,66887262.443273954,109294614.08290292,9.40013
117,117.0,230162915788.13214,66887262.443273954,109288149.84713523,9.40013
118,118.0,230162915788.13214,66887262.443273954,109285722.8641273,9.40013
119,119.0,230162915788.13214,66887262.443273954,109282715.40269542,9.40013
120,120.0,230162915788.13214,66887262.443273954,109263358.45161268,9.40013
121,121.0,230162915788.13214,66887262.443273954,109258973.56731954,9.40013
122,122.0,230162915788.13214,66887262.443273954,109236933.12412271,9.40013
123,123.0,230162915788.13214,66887262.443273954,109246287.2619707,9.40013
124,124.0,230162915788.13214,66887262.443273954,109274619.85949075,9.40013
125,125.0,230162915788.13214,66887262.443273954,109277080.44568856,9.40013
126,126.0,230162915788.13214,66887262.443273954,109289073.24299864,9.40013
127,127.0,230162911593.15366,66887262.443273954,109348947.38471384,9.40013
128,128.0,230162916802.85477,66887262.443273954,109348947.38471384,9.40013
129,129.0,230162916181.30344,66887262.443273954,109348947.38471384,9.40013
130,130.0,230162916964.471,66887262.443273954,109348947.38471384,9.40013
131,131.0,230162919448.05753,66887262.443273954,109348947.38471384,9.40013
132,132.0,230162941474.52332,66887262.443273954,109340554.5249379,9.40013
133,133.0,230162941474.52332,66887262.443273954,109346253.02628975,9.40013
134,134.0,230162941474.52332,66887262.443273954,109314022.96161215,9.40013
135,135.0,230162941474.52332,66887262.443273954,109319296.3063965,9.40013
136,136.0,230162941474.52332,66887262.443273954,109309290.47950819,9.40013
137,137.0,230162941474.52332,66887262.443273954,109315959.39097588,9.40013
138,138.0,230162941474.52332,66887262.443273954,109320215.0941515,9.40013
139,139.0,230162941474.52332,66887262.443273954,109317478.31621367,9.40013
140,140.0,230162941474.52332,66887262.443273954,109334020.16440104,9.40013
141,141.0,230162941474.52332,66887262.443273954,109329373.77860306,9.40013
142,142.0,230162941474.52332,66887262.443273954,109324853.6877638,9.40013
143,143.0,230162941474.52332,66887262.443273954,109342882.84410943,9.40013
144,144.0,230162941474.52332,66887262.443273954,109363000.38786136,9.40013
145,145.0,230162941474.52332,66887262.443273954,109357693.91582902,9.40013
146,146.0,230162941474.52332,66887262.443273954,109364137.48807102,9.40013
147,147.0,230162941474.52332,66887262.443273954,109483885.77150142,9.39828
148,148.0,230162941474.52332,66867633.772579744,109483885.77150142,9.39828
149,149.0,230162941474.52332,66837333.01816503,109483885.77150142,9.39828
150,150.0,230162941474.52332,66829605.583502725,109483885.77150142,9.39828
151,151.0,230162941474.52332,66762980.47632884,109483885.77150142,9.39828
152,152.0,230162941474.52332,66825796.72388897,109483885.77150142,9.39828
153,153.0,230162941474.52332,66877208.1541309,109483885.77150142,9.40013
154,154.0,230162941474.52332,66895247.583116345,109483885.77150142,9.40013
155,155.0,230162941474.52332,66908913.08671259,109483885.77150142,9.40013
156,156.0,230162941474.52332,66936394.65310625,109483885.77150142,9.40013
157,157.0,230162941474.52332,66907706.6455393,109483885.77150142,9.40013
158,158.0,230162941474.52332,67070461.436958306,109488081.24534409,9.40013
159,159.0,230162941474.52332,67070461.436958306,109471578.83602749,9.40013
160,160.0,230162941474.52332,67070461.436958306,109454522.78953342,9.40013
161,161.0,230162941474.52332,67070461.436958306,109460036.83873221,9.40013
162,162.0,230162941474.52332,67070461.436958306,109477203.55960841,9.40013
163,163.0,230162941474.52332,67070461.436958306,109498617.81918494,9.40013
164,164.0,230162941474.52332,67070461.436958306,109514227.48924038,9.40013
165,165.0,230162941474.52332,67070461.436958306,109508978.12016656,9.40013
166,166.0,230162941474.52332,67070461.436958306,109510783.46381848,9.40013
167,167.0,230162941474.52332,67070461.436958306,109510755.362354,9.40013
168,168.0,230162935176.3149,67070461.436958306,109570629.5040692,9.40013
