,gen,pA,pB,pD,error
0,NA,1132499.7809919298,2986962136.836664,171397310555.57687,10000000000.0
1,1.0,1132499.7809919298,2986962136.836664,171397370429.7186,4.29325
2,2.0,1132499.7809919298,2986995783.474943,171397370429.7186,4.29325
3,3.0,1132499.7809919298,2987012419.7139688,171397370429.7186,4.29325
4,4.0,1132499.7809919298,2986967707.949954,171397370429.7186,4.29325
5,5.0,1132499.7809919298,2987008291.875652,171397370429.7186,4.29325
6,6.0,1132499.7809919298,2987042230.345058,171397370429.7186,4.29325
7,7.0,1132499.7809919298,2987204985.136477,171397394767.3123,4.29325
8,8.0,1132499.7809919298,2987204985.136477,171397393163.59555,4.29325
9,9.0,1132499.7809919298,2987204985.136477,171397392199.68576,4.29325
10,10.0,1132499.7809919298,2987204985.136477,171397387979.7909,4.29325
11,11.0,1132499.7809919298,2987204985.136477,171397368285.2424,4.29325
12,12.0,1132499.7809919298,2987204985.136477,171397393681.14154,4.29325
13,13.0,1132499.7809919298,2987204985.136477,171397381534.81644,4.29325
14,14.0,1132499.7809919298,2987204985.136477,171397366437.4222,4.29325
15,15.0,1132499.7809919298,2987204985.136477,171397378545.92075,4.29325
16,16.0,1132499.7809919298,2987204985.136477,171397371382.3465,4.29325
17,17.0,1136346.1503457231,2987204985.136477,171397431256.48822,4.29325
18,18.0,1131629.1664031306,2987204985.136477,171397431256.48822,4.29325
19,19.0,1135235.1784004362,2987204985.136477,171397431256.48822,4.29325
20,20.0,1130928.5141402725,2987204985.136477,171397431256.48822,4.29325
21,21.0,1129288.6439255085,2987204985.136477,171397431256.48822,4.29325
22,22.0,1151315.1097203153,2987204985.136477,171397418356.1548,4.77457
23,23.0,1151315.1097203153,2987204985.136477,171397431151.41574,4.77457
24,24.0,1151315.1097203153,2987204985.136477,171397444157.63727,4.77457
25,25.0,1151315.1097203153,2987204985.136477,171397443358.0209,4.77457
26,26.0,1151315.1097203153,2987204985.136477,171397438486.24426,4.77457
27,27.0,1151315.1097203153,2987222289.9215326,171397498360.386,4.77457
28,28.0,1151315.1097203153,2987239163.4992223,171397498360.386,4.77457
29,29.0,1151315.1097203153,2987290683.7879663,171397498360.386,4.77457
30,30.0,1151315.1097203153,2987248960.1952653,171397498360.386,4.77457
31,31.0,1151315.1097203153,2987260728.7851987,171397498360.386,4.77457
32,32.0,1151315.1097203153,2987259998.082126,171397498360.386,4.77457
33,33.0,1151315.1097203153,2987275006.974219,171397498360.386,4.77457
34,34.0,1151315.1097203153,2987275570.077199,171397498360.386,4.77457
35,35.0,1151315.1097203153,2987346126.225788,171397498360.386,4.77457
36,36.0,1151315.1097203153,2987346480.981257,171397498360.386,4.77457
37,37.0,1151315.1097203153,2987509235.772676,171397501843.08115,4.77457
