,gen,pA,pB,pD,error
0,NA,163270445.92133337,34623332.71651564,1894766560438.3096,10000000000.0
1,1.0,163292472.38712817,34623332.71651564,1894766560438.3096,9.38384
2,2.0,163290014.99671304,34623332.71651564,1894766560438.3096,9.38384
3,3.0,163290703.2798124,34623332.71651564,1894766560438.3096,9.38384
4,4.0,163293090.80736265,34623332.71651564,1894766560438.3096,9.38384
5,5.0,163294018.3277908,34623332.71651564,1894766560438.3096,9.38384
6,6.0,163295136.24451324,34623332.71651564,1894766560438.3096,9.38384
7,7.0,163293188.58065572,34623332.71651564,1894766560438.3096,9.38384
8,8.0,163291730.95788336,34623332.71651564,1894766560438.3096,9.38384
9,9.0,163286916.8684293,34623332.71651564,1894766560438.3096,9.38384
10,10.0,163287942.79658484,34623332.71651564,1894766560438.3096,9.38384
11,11.0,163288946.95202184,34623332.71651564,1894766560438.3096,9.38384
12,12.0,163310973.41781664,34569803.1022209,1894766560438.3096,9.38384
13,13.0,163310973.41781664,34565344.848424755,1894766560438.3096,9.38384
14,14.0,163310973.41781664,34517729.54600641,1894766560438.3096,9.38384
15,15.0,163310973.41781664,34532130.80888854,1894766560438.3096,9.38384
16,16.0,163310973.41781664,34536478.14512491,1894766560438.3096,9.38384
17,17.0,163310973.41781664,34528156.441324554,1894766560438.3096,9.38384
18,18.0,163310973.41781664,34528567.82901594,1894766560438.3096,9.38384
19,19.0,163310973.41781664,34488798.356988735,1894766560438.3096,9.38384
20,20.0,163310973.41781664,34513038.79609409,1894766560438.3096,9.38384
21,21.0,163310973.41781664,34525513.25271038,1894766560438.3096,9.38384
22,22.0,163310973.41781664,34688268.04412939,1894766556365.69,9.38384
23,23.0,163310973.41781664,34688268.04412939,1894766576194.0896,9.38384
24,24.0,163310973.41781664,34688268.04412939,1894766573880.459,9.38384
25,25.0,163310973.41781664,34688268.04412939,1894766565668.2327,9.38384
26,26.0,163310973.41781664,34688268.04412939,1894766577357.2014,9.38384
27,27.0,163314483.58070385,34688268.04412939,1894766637231.343,9.38384
28,28.0,163319523.37335467,34688268.04412939,1894766637231.343,9.38384
29,29.0,163310783.97420833,34688268.04412939,1894766637231.343,9.38384
30,30.0,163309039.91258854,34688268.04412939,1894766637231.343,9.38384
31,31.0,163307897.672604,34688268.04412939,1894766637231.343,9.38384
32,32.0,163329924.1383988,34737900.93122422,1894766637231.343,9.38384
33,33.0,163329924.1383988,34707421.04642488,1894766637231.343,9.38384
34,34.0,163329924.1383988,34791472.67529246,1894766637231.343,9.38384
35,35.0,163329924.1383988,34783057.322841346,1894766637231.343,9.38384
36,36.0,163329924.1383988,34742547.363330826,1894766637231.343,9.38384
37,37.0,163329924.1383988,34750748.38618559,1894766637231.343,9.38384
38,38.0,163329924.1383988,34759083.44623916,1894766637231.343,9.38384
39,39.0,163329924.1383988,34698458.07041156,1894766637231.343,9.38384
40,40.0,163329924.1383988,34711346.397460006,1894766637231.343,9.38384
41,41.0,163329924.1383988,34684799.04609804,1894766637231.343,9.38384
42,42.0,163329924.1383988,34718338.66126772,1894766637231.343,9.38384
43,43.0,163329924.1383988,34698683.36785746,1894766637231.343,9.38384
44,44.0,163329924.1383988,34723631.51493391,1894766637231.343,9.38384
45,45.0,163329924.1383988,34755594.26332033,1894766637231.343,9.38384
46,46.0,163329924.1383988,34774774.31678167,1894766637231.343,9.38384
47,47.0,163329924.1383988,34937529.10820068,1894766632125.542,9.38384
48,48.0,163329924.1383988,34937529.10820068,1894766645898.413,9.38384
49,49.0,163329924.1383988,34937529.10820068,1894766632513.6501,9.38384
50,50.0,163329924.1383988,34937529.10820068,1894766626425.5469,9.38384
51,51.0,163329924.1383988,34937529.10820068,1894766628998.7117,9.38384
52,52.0,163329924.1383988,34937529.10820068,1894766650663.1042,9.38384
53,53.0,163329924.1383988,34937529.10820068,1894766659439.417,9.38384
54,54.0,163329924.1383988,34937529.10820068,1894766637961.933,9.38384
55,55.0,163329924.1383988,34937529.10820068,1894766646517.865,9.38384
56,56.0,163329924.1383988,34937529.10820068,1894766641416.1387,9.38384
57,57.0,163329924.1383988,34937529.10820068,1894766652856.0664,9.38384
58,58.0,163329924.1383988,34937529.10820068,1894766653201.8909,9.38384
59,59.0,163329924.1383988,34937529.10820068,1894766663761.351,9.38384
60,60.0,163329924.1383988,34937529.10820068,1894766647000.3518,9.38384
61,61.0,163329924.1383988,34937529.10820068,1894766653686.092,9.38384
62,62.0,163329924.1383988,34907622.121652864,1894766713560.2336,9.38384
63,63.0,163329924.1383988,34865632.1326976,1894766713560.2336,9.38384
64,64.0,163329924.1383988,34878640.602734335,1894766713560.2336,9.38384
65,65.0,163329924.1383988,34854828.38567098,1894766713560.2336,9.38384
66,66.0,163329924.1383988,34831002.78550877,1894766713560.2336,9.38384
67,67.0,163329924.1383988,34993757.57692777,1894766684755.1653,9.38384
68,68.0,163329924.1383988,34993757.57692777,1894766678912.5447,9.38384
69,69.0,163329924.1383988,34993757.57692777,1894766699716.0623,9.38384
70,70.0,163329924.1383988,34993757.57692777,1894766693017.3838,9.38384
71,71.0,163329924.1383988,34993757.57692777,1894766697110.2192,9.38384
72,72.0,163329924.1383988,34975167.107098095,1894766756984.3608,9.38384
73,73.0,163329924.1383988,34998403.20422886,1894766756984.3608,9.38384
74,74.0,163329924.1383988,35023772.38208089,1894766756984.3608,9.38384
75,75.0,163329924.1383988,35042726.76919572,1894766756984.3608,9.38384
76,76.0,163329924.1383988,35075053.33872131,1894766756984.3608,9.38384
77,77.0,163329924.1383988,35237808.13014032,1894766746274.942,9.38384
78,78.0,163329924.1383988,35237808.13014032,1894766745222.7136,9.38384
79,79.0,163329924.1383988,35237808.13014032,1894766745875.2837,9.38384
80,80.0,163329924.1383988,35237808.13014032,1894766772041.355,9.38384
81,81.0,163329924.1383988,35237808.13014032,1894766778493.1382,9.38384
82,82.0,163325309.6479273,35237808.13014032,1894766838367.2798,9.38384
83,83.0,163326212.69961175,35237808.13014032,1894766838367.2798,9.38384
84,84.0,163327027.48455608,35237808.13014032,1894766838367.2798,9.38384
85,85.0,163320531.51399103,35237808.13014032,1894766838367.2798,9.38384
86,86.0,163316591.53074425,35237808.13014032,1894766838367.2798,9.38384
87,87.0,163338617.99653906,35400562.92155933,1894766838367.2798,9.38036
88,88.0,163338617.99653906,35448191.03703824,1894766838367.2798,9.38036
