,gen,pA,pB,pD,error
0,NA,21814637343.969517,34995.93847801623,31015.437854285963,10000000000.0
1,1.0,21814659370.43531,34995.93847801623,31015.437854285963,9.41962
2,2.0,21814659370.43531,-31830.625335658428,31015.437854285963,9.41962
3,3.0,21814659370.43531,-7597.9501834817165,31015.437854285963,9.41962
4,4.0,21814659370.43531,55388.80205102901,31015.437854285963,9.41962
5,5.0,21814659370.43531,27304.90769627397,31015.437854285963,9.41962
6,6.0,21814659370.43531,-9144.85086936954,31015.437854285963,9.41962
7,7.0,21814661261.05576,153609.94054963437,31015.437854285963,9.41962
8,8.0,21814662879.632427,153609.94054963437,31015.437854285963,9.41962
9,9.0,21814658653.532543,153609.94054963437,31015.437854285963,9.41962
10,10.0,21814659876.864494,153609.94054963437,31015.437854285963,9.41962
11,11.0,21814661430.69277,153609.94054963437,31015.437854285963,9.41962
12,12.0,21814683457.15856,153609.94054963437,32024.97577974026,9.41962
13,13.0,21814683457.15856,153609.94054963437,19598.45477988099,9.41962
14,14.0,21814683457.15856,153609.94054963437,241.07676864393943,9.41962
15,15.0,21814683457.15856,153609.94054963437,-14973.739418150259,9.41962
16,16.0,21814683457.15856,153609.94054963437,-25418.938035323023,9.41962
17,17.0,21814683457.15856,143877.2696552082,34455.203679874794,9.41962
18,18.0,21814683457.15856,146405.35831692212,34455.203679874794,9.41962
19,19.0,21814683457.15856,152500.30291213398,34455.203679874794,9.41962
20,20.0,21814683457.15856,263675.3636891853,34455.203679874794,9.41962
21,21.0,21814683457.15856,287574.90471884026,34455.203679874794,9.41962
22,22.0,21814683457.15856,450329.6961378442,94329.34539507261,9.4213
23,23.0,21814683457.15856,450329.6961378442,154203.48711027042,9.41617
24,24.0,21814683457.15856,414466.37268347584,154203.48711027042,9.41617
25,25.0,21814683457.15856,414276.3771563999,154203.48711027042,9.41617
26,26.0,21814683457.15856,442024.3059835794,154203.48711027042,9.41617
27,27.0,21814683457.15856,493392.29313653166,154203.48711027042,9.41617
28,28.0,21814683457.15856,483180.1261195981,154203.48711027042,9.41617
29,29.0,21814683457.15856,645934.917538602,145476.81004949973,9.41928
30,30.0,21814683457.15856,645934.917538602,135983.84070750204,9.41928
31,31.0,21814683457.15856,645934.917538602,153730.80842574165,9.41928
32,32.0,21814683457.15856,645934.917538602,149034.91216401325,9.41928
33,33.0,21814683457.15856,645934.917538602,141299.4286223072,9.41928
34,34.0,21814683457.15856,620357.1106400306,201173.57033750502,9.41928
35,35.0,21814683457.15856,610779.0875612453,201173.57033750502,9.41928
36,36.0,21814683457.15856,616212.6289389885,201173.57033750502,9.41928
37,37.0,21814683457.15856,619437.352185734,201173.57033750502,9.41928
38,38.0,21814683457.15856,623953.7519087323,201173.57033750502,9.41928
39,39.0,21814683207.357273,786708.5433277362,201173.57033750502,9.41928
40,40.0,21814684437.326256,786708.5433277362,201173.57033750502,9.41928
41,41.0,21814683170.995823,786708.5433277362,201173.57033750502,9.41928
42,42.0,21814682838.02819,786708.5433277362,201173.57033750502,9.41928
43,43.0,21814675128.708607,786708.5433277362,201173.57033750502,9.41928
44,44.0,21814667225.70285,786708.5433277362,201173.57033750502,9.41928
45,45.0,21814669016.637577,786708.5433277362,201173.57033750502,9.41928
46,46.0,21814671731.707264,786708.5433277362,201173.57033750502,9.41928
47,47.0,21814676500.15989,786708.5433277362,201173.57033750502,9.41928
48,48.0,21814678532.396885,786708.5433277362,201173.57033750502,9.41928
49,49.0,21814700558.86268,786708.5433277362,182999.94563306597,9.41928
50,50.0,21814700558.86268,786708.5433277362,177616.8367561473,9.41928
51,51.0,21814700558.86268,786708.5433277362,200304.9058024727,9.41928
52,52.0,21814700558.86268,786708.5433277362,214546.4653470801,9.41928
53,53.0,21814700558.86268,786708.5433277362,220095.51342150592,9.41928
54,54.0,21814700558.86268,804861.4925481378,279969.65513670375,9.42436
55,55.0,21814700558.86268,868754.8304386071,279969.65513670375,9.42436
56,56.0,21814700558.86268,912290.741895984,279969.65513670375,9.42436
57,57.0,21814700558.86268,885780.0883780282,279969.65513670375,9.42436
58,58.0,21814700558.86268,886628.9447225699,279969.65513670375,9.42436
59,59.0,21814701175.065857,1049383.7361415739,279969.65513670375,9.42436
60,60.0,21814695380.10447,1049383.7361415739,279969.65513670375,9.42436
61,61.0,21814704516.865463,1049383.7361415739,279969.65513670375,9.42436
62,62.0,21814701497.01218,1049383.7361415739,279969.65513670375,9.42436
63,63.0,21814696888.512012,1049383.7361415739,279969.65513670375,9.42436
64,64.0,21814718914.977806,1085974.8179353804,279969.65513670375,9.42436
65,65.0,21814718914.977806,1248729.6093543842,279969.65513670375,9.4233
66,66.0,21814718914.977806,1248729.6093543842,284678.86319590756,9.4233
67,67.0,21814718914.977806,1248729.6093543842,297496.65769850236,9.4233
68,68.0,21814718914.977806,1248729.6093543842,308641.4936077596,9.4233
69,69.0,21814718914.977806,1248729.6093543842,306582.93972458004,9.4233
70,70.0,21814718914.977806,1248729.6093543842,316600.8967122757,9.4233
71,71.0,21814718914.977806,1248729.6093543842,436349.18014267134,9.41965
72,72.0,21814722526.796314,1248729.6093543842,436349.18014267134,9.41965
73,73.0,21814731688.409027,1248729.6093543842,436349.18014267134,9.41965
74,74.0,21814733279.390327,1248729.6093543842,436349.18014267134,9.41965
75,75.0,21814738331.082535,1248729.6093543842,436349.18014267134,9.41965
76,76.0,21814728805.244778,1248729.6093543842,436349.18014267134,9.41965
77,77.0,21814728174.61976,1248729.6093543842,436349.18014267134,9.41965
78,78.0,21814729051.607986,1248729.6093543842,436349.18014267134,9.41965
79,79.0,21814725634.918472,1248729.6093543842,436349.18014267134,9.41965
80,80.0,21814721451.794403,1248729.6093543842,436349.18014267134,9.41965
81,81.0,21814711351.641335,1248729.6093543842,436349.18014267134,9.41965
82,82.0,21814708877.7537,1248729.6093543842,436349.18014267134,9.41965
83,83.0,21814715773.919033,1248729.6093543842,436349.18014267134,9.41965
84,84.0,21814714349.19053,1248729.6093543842,436349.18014267134,9.41965
85,85.0,21814714335.99504,1248729.6093543842,436349.18014267134,9.41965
86,86.0,21814713585.77982,1248729.6093543842,436349.18014267134,9.41965
87,87.0,21814718738.811382,1248729.6093543842,436349.18014267134,9.41965
88,88.0,21814717620.041496,1248729.6093543842,436349.18014267134,9.41965
89,89.0,21814714572.087814,1248729.6093543842,436349.18014267134,9.41965
90,90.0,21814712061.556877,1248729.6093543842,436349.18014267134,9.41965
91,91.0,21814708470.446198,1248729.6093543842,436349.18014267134,9.41965
92,92.0,21814704744.153946,1248729.6093543842,436349.18014267134,9.41965
93,93.0,21814699974.360588,1248729.6093543842,436349.18014267134,9.41965
94,94.0,21814697595.400944,1248729.6093543842,436349.18014267134,9.41965
95,95.0,21814695618.73849,1248729.6093543842,436349.18014267134,9.41965
96,96.0,21814689682.39385,1248729.6093543842,436349.18014267134,9.41965
97,97.0,21814711708.859642,1327378.8552985073,436349.18014267134,9.41965
98,98.0,21814711708.859642,1316430.8771751153,436349.18014267134,9.41965
99,99.0,21814711708.859642,1309131.636821891,436349.18014267134,9.41965
100,100.0,21814711708.859642,1274651.5340994592,436349.18014267134,9.41965
101,101.0,21814711708.859642,1232113.2142856251,436349.18014267134,9.41965
102,102.0,21814711708.859642,1394868.005704629,496223.32185786916,9.41751
103,103.0,21814709459.766808,1394868.005704629,496223.32185786916,9.41751
104,104.0,21814705028.02276,1394868.005704629,496223.32185786916,9.41751
105,105.0,21814702789.960655,1394868.005704629,496223.32185786916,9.41751
106,106.0,21814705007.45088,1394868.005704629,496223.32185786916,9.41751
107,107.0,21814701855.679768,1394868.005704629,496223.32185786916,9.41751
108,108.0,21814723882.14556,1394868.005704629,485126.9476411474,9.41751
109,109.0,21814723882.14556,1394868.005704629,498005.5491632027,9.41751
110,110.0,21814723882.14556,1394868.005704629,511300.6719238388,9.41751
111,111.0,21814723882.14556,1394868.005704629,502706.98217139655,9.41751
112,112.0,21814723882.14556,1394868.005704629,485309.49490265397,9.41751
113,113.0,21814727344.363174,1394868.005704629,545183.6366178518,9.4242
114,114.0,21814730557.24665,1394868.005704629,545183.6366178518,9.4242
115,115.0,21814733771.361446,1394868.005704629,545183.6366178518,9.4242
116,116.0,21814731057.93639,1394868.005704629,545183.6366178518,9.4242
117,117.0,21814731312.79196,1394868.005704629,545183.6366178518,9.4242
118,118.0,21814732035.420753,1394868.005704629,545183.6366178518,9.4242
119,119.0,21814732356.697105,1394868.005704629,545183.6366178518,9.4242
120,120.0,21814728861.395832,1394868.005704629,545183.6366178518,9.4242
121,121.0,21814723041.74607,1394868.005704629,545183.6366178518,9.4242
